,Unnamed: 0,Unnamed: 0.1,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,dm300_err,dm300_measured,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1
879,184,263,"4,4'-Dimethyl-2,2'-bipyridyl",Z5,1134-35-6,184.0,CC1=CC(C2=NC=CC(C)=C2)=NC=C1,CO,Methanol,0.9444,0.0123,CC1=CC(C2=NC=CC(C)=C2)=NC=C1.CO,30.0,275.0,266.0,192.0,163.0,380.0,235.0,0.09606497131436942,0.8483350286856306,108.0,256.0,256.0,257.0
28,445,446,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CCOC(C)=O,Etyl acetate,0.278896532,0.042891045,OC1=CC(C)=CC=C1C.CCOC(C)=O,,,,,,,,0.09588223603669005,0.37477876803669,,,,
288,851,854,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC1=CC=CC=C1,Toluene,0.150300797,0.019703045,N#CC1=CC(F)=CC(F)=C1.CC1=CC=CC=C1,,,,,,,,0.09574845192521061,0.0545523450747894,,,,
742,47,44,,Z178,69113-59-3,229.0,C1=CC(=CC(=C1)I)C#N,CO,Methanol,0.2763,0.0165,C1=CC(=CC(=C1)I)C#N.CO,209.0,47.0,216.0,63.0,31.0,127.0,43.0,0.0956690838345246,0.3719690838345246,81.0,255.0,255.0,256.0
225,788,791,7-Fluoroisatin,CB139,317-20-4,165.0226066,O=C1NC2=C(C=CC=C2F)C1=O,CCO,Ethanol,0.754466862,0.020515601,O=C1NC2=C(C=CC=C2F)C1=O.CCO,,,,,,,,0.0955248659335296,0.6589419960664704,,,,
355,918,921,Biphenyl,N53,92-52-4,154.21,c1ccc(-c2ccccc2)cc1,CCCCCCC,Heptane,-0.176971015,0.057132544,c1ccc(-c2ccccc2)cc1.CCCCCCC,,,,,,,,0.09541850896371051,-0.0815525060362895,,,,
45,462,463,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CCOC(C)=O,Etyl acetate,0.468861713,0.083295143,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CCOC(C)=O,,,,,,,,0.0939275811299376,0.5627892941299376,,,,
115,532,533,Dimethyl aminoterephthalate,Z32,5372-81-6,209.0,O=C(OC)C1=CC=C(C(OC)=O)C=C1N,CC(C)=O,Acetone,0.941967043,0.026242146,O=C(OC)C1=CC=C(C(OC)=O)C=C1N.CC(C)=O,,,,,,,,0.09334817761363345,0.8486188653863665,,,,
468,1031,1034,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC1CCCO1,2-Methly tetrahydrofurane,0.268358354,0.042999221,Cc1ccc(I)cc1.CC1CCCO1,,,,,,,,0.09313466016456803,0.175223693835432,,,,
396,959,962,"1,3,5-Tris(4-aminophenyl)benzene",CA144,118727-34-7,351.44,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,CC(C)(C)OC,Methyl tert butyl ether,0.292597149,0.040420296,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1.CC(C)(C)OC,,,,,,,,0.0926351743434482,0.1999619746565518,,,,
491,10,32,4-nitrobenzonitrile,Z129,619-72-7,148.0,N#CC1=CC=C([N+]([O-])=O)C=C1,CC#N,Acetonitrile,0.602155974,0.007411221,N#CC1=CC=C([N+]([O-])=O)C=C1.CC#N,31.0,40.0,110.0,99.0,39.0,617.0,618.0,0.09241648905682076,0.5097394849431792,,,,
119,536,537,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CC(C)=O,Acetone,0.867544319,0.016222504,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CC(C)=O,,,,,,,,0.09221541790397647,0.7753289010960235,,,,
503,22,17,4-Chloroindole,RSY39,25235-85-2,151.59,C1=CC2=C(C=CN2)C(=C1)Cl,CC#N,Acetonitrile,0.741095408,0.004428797,C1=CC2=C(C=CN2)C(=C1)Cl.CC#N,76.0,103.0,40.0,70.0,88.0,666.0,667.0,0.09200926247972185,0.6490861455202781,,,,
874,179,139,4-aminobenzonitrile,Z140,873-74-5,118.0,N#CC1=CC=C(N)C=C1,CO,Methanol,0.314,0.0579,N#CC1=CC=C(N)C=C1.CO,231.0,108.0,351.0,122.0,42.0,98.0,74.0,0.09186259210710279,0.4058625921071028,115.0,61.0,61.0,61.0
735,40,18,"2,4,6-TRICHLOROPHENOL, 98%",CC5,88-06-2,195.0,Oc1c(Cl)cc(Cl)cc1Cl,CO,Methanol,0.5751,0.107,Oc1c(Cl)cc(Cl)cc1Cl.CO,299.0,41.0,160.0,87.0,117.0,55.0,100.0,0.09180244673446614,0.6669024467344661,275.0,272.0,272.0,273.0
112,529,530,4-Methylindole,RSY22,16096-32-5,131.17,CC1=C2C=CNC2=CC=C1,CC(C)=O,Acetone,0.802054676,0.02843094,CC1=C2C=CNC2=CC=C1.CC(C)=O,,,,,,,,0.09174305191561305,0.710311624084387,,,,
395,958,961,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CC(C)(C)OC,Methyl tert butyl ether,0.056599629,0.009388757,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CC(C)(C)OC,,,,,,,,0.0909864793559644,-0.0343868503559644,,,,
404,967,970,Benzbromarone,RB30,3562-84-3,421.9153184,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC,CC(C)(C)OC,Methyl tert butyl ether,0.189459374,0.36865056,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC.CC(C)(C)OC,,,,,,,,0.09085061110257552,0.0986087628974245,,,,
422,985,988,2-Aminopyridine,CP27,504-29-0,94.0,C1=CC=NC(=C1)N,CC1CCCO1,2-Methly tetrahydrofurane,-0.029856415,0.082084169,C1=CC=NC(=C1)N.CC1CCCO1,,,,,,,,0.0907024176823862,0.0608460026823862,,,,
189,752,755,pyrimethanie (mebendazole),RB23,31431-39-7,295.0956913,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,CC(O)C,2-Propanol,0.925121964,0.015564859,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3.CC(O)C,,,,,,,,0.09013342975516025,0.8349885342448398,,,,
882,187,144,4-Aminobenzonitrile,CA119,873-74-5,118.0530982,N#CC1=CC=C(N)C=C1,CO,Methanol,0.3161,0.0233,N#CC1=CC=C(N)C=C1.CO,235.0,114.0,356.0,126.0,44.0,101.0,76.0,0.0897625921071028,0.4058625921071028,119.0,65.0,65.0,65.0
895,200,34,Phthalimide,D34,85-41-6,147.0,O=C(N1)C2=CC=CC=C2C1=O,CO,Methanol,0.6412,0.0312,O=C(N1)C2=CC=CC=C2C1=O.CO,153.0,62.0,325.0,119.0,112.0,169.0,113.0,0.08976201163020903,0.730962011630209,190.0,108.0,108.0,108.0
781,86,47,"2,3,5-TRIMETHYLPNEOL",Z151,697-82-5,136.0,CC1=CC(=C(C(=C1)O)C)C,CO,Methanol,0.7515,0.0152,CC1=CC(=C(C(=C1)O)C)C.CO,296.0,92.0,218.0,116.0,267.0,173.0,168.0,0.08973495514000629,0.8412349551400062,374.0,269.0,269.0,270.0
762,67,68,"4,4'-(hexafluoroisopropylidene) dianiline",CA18,1095-78-9,334.0904677,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F,CO,Methanol,0.8414,0.0088,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F.CO,172.0,78.0,241.0,65.0,161.0,106.0,144.0,0.08966770143107694,0.931067701431077,251.0,296.0,296.0,297.0
286,849,852,N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CC1=CC=CC=C1,Toluene,-0.136459107,0.030301021,CN(C=O)C1=CC=CC=C1.CC1=CC=CC=C1,,,,,,,,0.08955392262713749,-0.0469051843728625,,,,
656,59,44,"1,4-dibromo-2,5-dimethoxybenzene",CB130,2674-34-2,293.8891037,COC1=C(Br)C=C(OC)C(Br)=C1,O=CN(C)C,Dimethyl formamide,0.71075782,0.05245907,COC1=C(Br)C=C(OC)C(Br)=C1.O=CN(C)C,25.0,74.0,37.0,94.0,1138.0,1141.0,,0.08955072410453302,0.800308544104533,,,,
67,484,485,5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CC(C)=O,Acetone,0.767441506,0.098915633,Nc1ccc2[nH]ccc2c1.CC(C)=O,,,,,,,,0.08943034879272982,0.6780111572072702,,,,
606,9,41,2-Hydroxy-4-methoxybenzophenone,CC19,131-57-7,228.0786442,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,O=CN(C)C,Dimethyl formamide,0.780629595,0.015117221,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O.O=CN(C)C,5.0,22.0,27.0,101.0,1145.0,1148.0,,0.08934380275741383,0.8699733977574138,,,,
201,764,767,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CC(O)C,2-Propanol,0.526784582,0.044363189,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CC(O)C,,,,,,,,0.08905599756910021,0.6158405795691002,,,,
168,731,734,2-phenylbutanoic acid,CK 18,90-27-7,164.0,CCC(C1=CC=CC=C1)C(=O)O,CC(O)C,2-Propanol,0.690223266,0.051309256,CCC(C1=CC=CC=C1)C(=O)O.CC(O)C,,,,,,,,0.08880127314546582,0.6014219928545341,,,,
409,972,975,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC(C)(C)OC,Methyl tert butyl ether,-0.117855842,0.032147495,Cc1ccc(I)cc1.CC(C)(C)OC,,,,,,,,0.0885396120153753,-0.0293162299846247,,,,
561,80,84,Caffeine,AP19,58-08-2,194.0,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CC#N,Acetonitrile,0.9565591,0.00336284,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.CC#N,103.0,110.0,108.0,37.0,26.0,604.0,605.0,0.08827019609923215,0.8682889039007678,,,,
501,20,10,4-aminobenzanilide,CE5,782-45-6,212.3,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N,CC#N,Acetonitrile,0.961639387,0.002420328,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N.CC#N,7.0,17.0,1.0,30.0,41.0,619.0,620.0,0.08804465978100107,0.8735947272189989,,,,
465,1028,1031,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CC1CCCO1,2-Methly tetrahydrofurane,0.601080692,0.034784935,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CC1CCCO1,,,,,,,,0.08798834945576117,0.5130923425442389,,,,
311,874,877,Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CC1=CC=CC=C1,Toluene,0.283340102,0.024204109,C(#Cc1ccccc1)c1ccccc1.CC1=CC=CC=C1,,,,,,,,0.08778573260758468,0.1955543693924153,,,,
720,25,225,"1-CHLORO-2-NITROBENZENE, 99%",D17,88-73-3,157.0,[O-][N+](=O)c1ccccc1Cl,CO,Methanol,0.4511,0.0813,[O-][N+](=O)c1ccccc1Cl.CO,252.0,302.0,36.0,232.0,80.0,118.0,165.0,0.08771352159991053,0.3633864784000895,249.0,218.0,218.0,219.0
271,834,837,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCO,Ethanol,0.976395259,0.007627189,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CCO,,,,,,,,0.08697493993497574,0.8894203190650243,,,,
621,24,21,N-Phenyl-1-naphthylamine,CJ92,90-30-2,219.3,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,O=CN(C)C,Dimethyl formamide,0.883308888,0.004534147,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.O=CN(C)C,31.0,38.0,5.0,103.0,1147.0,1150.0,,0.08689007612942712,0.7964188118705728,,,,
783,88,70,1-Indanol,CB65,6351-10-6,134.0731649,OC1CCC2=C1C=CC=C2,CO,Methanol,0.7463,0.0818,OC1CCC2=C1C=CC=C2.CO,227.0,102.0,71.0,168.0,157.0,235.0,177.0,0.08660186726654195,0.659698132733458,322.0,185.0,185.0,185.0
732,37,216,Terephthalaldehyde,S53,623-27-8,134.0367794,O=CC1=CC=C(C=O)C=C1,CO,Methanol,0.5979,0.0111,O=CC1=CC=C(C=O)C=C1.CO,181.0,219.0,29.0,140.0,218.0,249.0,324.0,0.08619564904220556,0.5117043509577944,347.0,103.0,103.0,103.0
907,212,27,"thiophene-2,5-dicarbaldehyde",Z78,932-95-6,140.0,C1=C(SC(=C1)C=O)C=O,CO,Methanol,0.5226,0.014,C1=C(SC(=C1)C=O)C=O.CO,221.0,56.0,322.0,106.0,111.0,228.0,98.0,0.08606331815709312,0.6086633181570931,259.0,76.0,76.0,76.0
562,81,107,Methyl 4-bromobenzoate,CJ70,619-42-1,215.05,BrC1=CC=C(C(OC)=O)C=C1,CC#N,Acetonitrile,0.728268743,0.003475363,BrC1=CC=C(C(OC)=O)C=C1.CC#N,80.0,86.0,109.0,122.0,102.0,680.0,682.0,0.08604182549464623,0.6422269175053538,,,,
728,33,127,,Z30,626-00-6,330.0,IC1=CC(I)=CC=C1,CO,Methanol,0.5589,0.0784,IC1=CC(I)=CC=C1.CO,31.0,117.0,43.0,78.0,207.0,115.0,291.0,0.08590286583186385,0.4729971341681361,280.0,366.0,366.0,367.0
686,89,96,"4,4-(Hexafluoroisopropylidene)diphenol",CJ31,1478-61-1,336.0584989,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,O=CN(C)C,Dimethyl formamide,0.997443226,0.000597532,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F.O=CN(C)C,103.0,108.0,113.0,88.0,1132.0,1135.0,,0.08561089488927442,0.9118323311107256,,,,
803,108,23,"1,5-Diaminonaphthalene",CK5,2243-62-1,158.0,C1=CC2=C(C=CC=C2N)C(=C1)N,CO,Methanol,0.591,0.0107,C1=CC2=C(C=CC=C2N)C(=C1)N.CO,225.0,32.0,117.0,42.0,139.0,45.0,85.0,0.0854760468493575,0.6764760468493575,205.0,64.0,64.0,64.0
475,1038,1041,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CC1CCCO1,2-Methly tetrahydrofurane,0.840361413,0.15971787,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CC1CCCO1,,,,,,,,0.0853605771758914,0.7550008358241086,,,,
612,15,12,"5-(trifluoromethyl)benzene-1,3-diamine",Z179,368-53-6,176.0,C1=C(C=C(C=C1N)N)C(F)(F)F,O=CN(C)C,Dimethyl formamide,0.890353286,0.006803535,C1=C(C=C(C=C1N)N)C(F)(F)F.O=CN(C)C,63.0,50.0,111.0,22.0,1066.0,1069.0,,0.0853385470833028,0.8050147389166972,,,,
753,58,67,"4,4'-Difluorobenzophenone",CO28,345-92-6,218.0,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CO,Methanol,0.7347,0.018,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CO,167.0,97.0,284.0,159.0,324.0,145.0,189.0,0.0849859253749421,0.8196859253749421,313.0,307.0,307.0,308.0
29,446,447,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CCOC(C)=O,Etyl acetate,0.289898559,0.073203714,OC1=CC(C)=CC=C1C.CCOC(C)=O,,,,,,,,0.08488020903669002,0.37477876803669,,,,
285,848,851,Acetamiprid,AP44,160430-64-8,222.7,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CC1=CC=CC=C1,Toluene,0.230112754,0.030714191,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl.CC1=CC=CC=C1,,,,,,,,0.08433980234023128,0.3144525563402313,,,,
348,911,914,Thymol,CP3,89-83-8,150.1044651,CC1=CC(O)=C(C(C)C)C=C1,CCCCCCC,Heptane,-0.161408581,0.035195897,CC1=CC(O)=C(C(C)C)C=C1.CCCCCCC,,,,,,,,0.08415562035917279,-0.0772529606408272,,,,
754,59,8,8-Aminoquinoline,D43,578-66-5,144.0,NC1=C2N=CC=CC2=CC=C1,CO,Methanol,0.4531,0.0662,NC1=C2N=CC=CC2=CC=C1.CO,86.0,21.0,259.0,50.0,74.0,286.0,65.0,0.08390394031350551,0.5370039403135055,101.0,169.0,169.0,169.0
41,458,459,"4,4'-Difluorobenzophenone",CO28,345-92-6,218.0,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CCOC(C)=O,Etyl acetate,0.407192065,0.161368976,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CCOC(C)=O,,,,,,,,0.08363044988440999,0.49082251488441,,,,
766,71,9,,Z182,619-44-3,262.0,COC(=O)C1=CC=C(C=C1)I,CO,Methanol,0.466,0.0198,COC(=O)C1=CC=C(C=C1)I.CO,205.0,40.0,249.0,73.0,78.0,170.0,77.0,0.0834272930127215,0.5494272930127215,185.0,321.0,321.0,322.0
15,432,433,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CCOC(C)=O,Etyl acetate,0.00940587,0.155730886,COc1ncc(Br)cn1.CCOC(C)=O,,,,,,,,0.08340674944438331,0.0928126194443833,,,,
731,36,269,"3,4,5-TRIMETHYLPHENOL, 97%",CA5,527-54-8,137.0,Cc1cc(O)cc(C)c1C,CO,Methanol,0.9166,0.0069,Cc1cc(O)cc(C)c1C.CO,143.0,269.0,51.0,218.0,266.0,92.0,293.0,0.08329256267238161,0.8333074373276184,208.0,251.0,251.0,252.0
772,77,51,,Z168,445-29-4,140.0,C1=CC=C(C(=C1)C(=O)O)F,CO,Methanol,0.6525,0.1069,C1=CC=C(C(=C1)C(=O)O)F.CO,294.0,54.0,306.0,91.0,221.0,105.0,125.0,0.08254495106442505,0.735044951064425,397.0,21.0,21.0,21.0
519,38,46,"5,6-DICHLORO-2- METHYLBENZIMIDAZOLE",RSY68,6478-79-1,201.1,CC1=NC2=CC(=C(C=C2N1)Cl)Cl,CC#N,Acetonitrile,0.735285179,0.007883787,CC1=NC2=CC(=C(C=C2N1)Cl)Cl.CC#N,63.0,61.0,77.0,73.0,90.0,668.0,669.0,0.08244162480900907,0.8177268038090091,,,,
946,251,217,4-bromo-2-(4-bromopyridin-2-yl)pyridine,Z27,18511-71-2,313.0,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br,CO,Methanol,0.8516,0.0218,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br.CO,20.0,248.0,246.0,271.0,260.0,301.0,326.0,0.08229483769395507,0.769305162306045,156.0,357.0,357.0,358.0
339,902,905,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CCCCCCC,Heptane,-0.113794555,0.082901084,OC1CCCC2=C1C=CC=C2.CCCCCCC,,,,,,,,0.08215305214843971,-0.0316415028515603,,,,
761,66,286,Phloroglucinol,I4,108-73-6,126.11,Oc1cc(O)cc(O)c1,CO,Methanol,0.8893,0.0075,Oc1cc(O)cc(O)c1.CO,1.0,242.0,113.0,182.0,152.0,178.0,241.0,0.08213441687557888,0.8071655831244211,42.0,10.0,10.0,10.0
637,40,30,2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,O=CN(C)C,Dimethyl formamide,0.841619143,0.013341688,OC1=CC=CC=C1C2=CC=CC=C2.O=CN(C)C,34.0,42.0,3.0,74.0,1118.0,1121.0,,0.08211502009080263,0.7595041229091973,,,,
374,937,940,p-Anisidine,CQ24,104-94-9,123.0684139,NC1=CC=C(OC)C=C1,CC(C)(C)OC,Methyl tert butyl ether,0.017893879,0.056139961,NC1=CC=C(OC)C=C1.CC(C)(C)OC,,,,,,,,0.0815090595519776,-0.0636151805519776,,,,
613,16,10,2-Amino-5-bromobenzoic acid,RB54,5794-88-7,216.03,C1=CC(=C(C=C1Br)C(=O)O)N,O=CN(C)C,Dimethyl formamide,0.896827902,0.008549823,C1=CC(=C(C=C1Br)C(=O)O)N.O=CN(C)C,62.0,40.0,48.0,30.0,1074.0,1077.0,,0.08146876162947825,0.8153591403705217,,,,
985,290,186,1-Boc-3-pyrrolidinol,CB175,103057-44-9,187.24,CC(C)(C)OC(=O)N1CCC(C1)O,CO,Methanol,0.9492,0.0027,CC(C)(C)OC(=O)N1CCC(C1)O.CO,282.0,214.0,267.0,210.0,294.0,22.0,302.0,0.08144062967026189,0.8677593703297382,270.0,207.0,207.0,208.0
437,1000,1003,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.194506746,0.044968975,N#CC1=CC(F)=CC(F)=C1.CC1CCCO1,,,,,,,,0.08141723804404871,0.2759239840440487,,,,
446,1009,1012,6-BROMOOXINDOLE,CA121,99365-40-9,210.9632759,O=C1NC2=C(C=CC(Br)=C2)C1,CC1CCCO1,2-Methly tetrahydrofurane,0.323855502,0.026419269,O=C1NC2=C(C=CC(Br)=C2)C1.CC1CCCO1,,,,,,,,0.08138797641401607,0.4052434784140161,,,,
390,953,956,"4,5-dichlorophthalonitrile",CP8,139152-08-2,197.0,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,CC(C)(C)OC,Methyl tert butyl ether,0.084501031,0.025509598,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N.CC(C)(C)OC,,,,,,,,0.08125572217848301,0.003245308821517,,,,
99,516,517,"5-Bromo-1,3- dihydrobenzoimidazol-2-one",RSY49,39513-26-3,213.0,C1=CC2=C(C=C1Br)NC(=O)N2,CC(C)=O,Acetone,0.839921615,0.023433001,C1=CC2=C(C=C1Br)NC(=O)N2.CC(C)=O,,,,,,,,0.08096551435663368,0.7589561006433663,,,,
97,514,515,"2,4,6-trimethylbenzene-1,3,5-tricarbaldehyde",CA188,119198-88-8,204.22,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,CC(C)=O,Acetone,0.903416252,0.013473629,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O.CC(C)=O,,,,,,,,0.08071046398748671,0.8227057880125133,,,,
625,28,20,6-aminonaphthalene-2-carboxylic acid,Z89,116668-47-4,187.0,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O,O=CN(C)C,Dimethyl formamide,0.948639738,0.002839639,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O.O=CN(C)C,70.0,49.0,9.0,4.0,1048.0,1051.0,,0.08069037093498277,0.8679493670650172,,,,
716,21,179,4-bromophenol,Z135,106-41-2,173.0,C1=CC(=CC=C1O)Br,CO,Methanol,0.4809,0.0136,C1=CC(=CC=C1O)Br.CO,185.0,225.0,18.0,163.0,130.0,34.0,278.0,0.0803627616771232,0.4005372383228768,396.0,222.0,222.0,223.0
615,18,34,,Z160,5111-65-9,237.0,COC1=CC2=C(C=C1)C=C(C=C2)Br,O=CN(C)C,Dimethyl formamide,0.530248819,0.024348842,COC1=CC2=C(C=C1)C=C(C=C2)Br.O=CN(C)C,27.0,29.0,57.0,110.0,1154.0,1157.0,,0.08020684002970635,0.6104556590297063,,,,
182,745,748,6-BROMOOXINDOLE,CA121,99365-40-9,210.9632759,O=C1NC2=C(C=CC(Br)=C2)C1,CC(O)C,2-Propanol,0.518609448,0.037152422,O=C1NC2=C(C=CC(Br)=C2)C1.CC(O)C,,,,,,,,0.08009427231052657,0.4385151756894734,,,,
425,988,991,2-AMINOBENZAMIDE,CK 16,88-68-6,136.0,C1=CC=C(C(=C1)C(=O)N)N,CC1CCCO1,2-Methly tetrahydrofurane,0.183871169,0.012008141,C1=CC=C(C(=C1)C(=O)N)N.CC1CCCO1,,,,,,,,0.07939637549523237,0.2632675444952324,,,,
481,0,5,"2,3,5,6-Tetrafluoro-1,4-benzenedimethanol",Z85,92339-07-6,210.0,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O,CC#N,Acetonitrile,0.738539699,0.002887552,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O.CC#N,14.0,19.0,36.0,75.0,27.0,605.0,606.0,0.07882141738337545,0.8173611163833755,,,,
531,50,104,6-Amino-3-bromo-2-methylpyridine,CB144,42753-71-9,185.9792603,CC1=NC(N)=CC=C1Br,CC#N,Acetonitrile,0.584239367,0.005197228,CC1=NC(N)=CC=C1Br.CC#N,25.0,48.0,95.0,127.0,63.0,641.0,642.0,0.07879374670165862,0.6630331137016586,,,,
53,470,471,,Z30,626-00-6,330.0,IC1=CC(I)=CC=C1,CCOC(C)=O,Etyl acetate,0.400685943,0.08134396,IC1=CC(I)=CC=C1.CCOC(C)=O,,,,,,,,0.0787107023426587,0.3219752406573413,,,,
408,971,974,9-(2-Hydroxyethyl)anthracene,CA139,54060-73-0,222.1044651,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,CC(C)(C)OC,Methyl tert butyl ether,-0.036044637,0.089246366,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13.CC(C)(C)OC,,,,,,,,0.07827199565648299,0.042227358656483,,,,
188,751,754,1-(4-BROMOPHENYL)ETHANOL,RC22,5391-88-8,201.1,CC(C1=CC=C(C=C1)Br)O,CC(O)C,2-Propanol,0.26518926,0.073821067,CC(C1=CC=C(C=C1)Br)O.CC(O)C,,,,,,,,0.0782367040666554,0.1869525559333446,,,,
834,139,261,Thymol,CP3,89-83-8,150.1044651,CC1=CC(O)=C(C(C)C)C=C1,CO,Methanol,0.9426,0.0046,CC1=CC(O)=C(C(C)C)C=C1.CO,107.0,253.0,59.0,211.0,232.0,266.0,308.0,0.07821301352378551,0.8643869864762145,161.0,311.0,311.0,312.0
816,121,222,"2,6-Diacetylpyridine",Z31,1129-30-2,163.0,CC(=O)C1=NC(=CC=C1)C(=O)C,CO,Methanol,0.9012,0.0234,CC(=O)C1=NC(=CC=C1)C(=O)C.CO,132.0,300.0,166.0,295.0,276.0,356.0,341.0,0.07814903482243718,0.8230509651775628,196.0,183.0,183.0,183.0
