,Unnamed: 0,Unnamed: 0.1,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,dm300_err,dm300_measured,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1
794,99,224,"1,8-DICHLOROANTHRAQUINONE, 97%",CE6,82-43-9,276.0,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12,CO,Methanol,0.9373,0.0011,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12.CO,266.0,290.0,107.0,188.0,370.0,96.0,315.0,0.050474043081095044,0.886825956918905,385.0,334.0,334.0,335.0
578,97,97,7-Fluoroindole,RSY75,387-44-0,135.1,C1=CC2=C(C(=C1)F)NC=C2,CC#N,Acetonitrile,0.653433705,0.007053447,C1=CC2=C(C(=C1)F)NC=C2.CC#N,100.0,78.0,121.0,114.0,72.0,650.0,651.0,0.0504651778735965,0.6029685271264035,,,,
327,890,893,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CCCCCCC,Heptane,-0.101621079,0.007945486,COc1ncc(Br)cn1.CCCCCCC,,,,,,,,0.0502441256734191,-0.1518652046734191,,,,
330,893,896,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CCCCCCC,Heptane,-0.086974815,0.083371207,N#CC1=CC(F)=CC(F)=C1.CCCCCCC,,,,,,,,0.050228839748412794,-0.0367459752515872,,,,
278,841,844,p-Anisidine,CQ24,104-94-9,123.0684139,NC1=CC=C(OC)C=C1,CC1=CC=CC=C1,Toluene,-0.072481451,0.029398504,NC1=CC=C(OC)C=C1.CC1=CC=CC=C1,,,,,,,,0.05020405301568019,-0.1226855040156802,,,,
332,895,898,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CCCCCCC,Heptane,-0.114199702,0.030341015,FC1=CC=C(F)C([N+]([O-])=O)=C1.CCCCCCC,,,,,,,,0.0498053133322134,-0.0643943886677866,,,,
769,74,185,2-AMINOBENZAMIDE,CK 16,88-68-6,136.0,C1=CC=C(C(=C1)C(=O)N)N,CO,Methanol,0.7238,0.0198,C1=CC=C(C(=C1)C(=O)N)N.CO,164.0,188.0,186.0,216.0,316.0,292.0,199.0,0.04975281020958555,0.6740471897904144,300.0,48.0,48.0,48.0
177,740,743,Piroxicam,RB38,36322-90-4,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC(O)C,2-Propanol,0.874105221,0.038540979,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CC(O)C,,,,,,,,0.04964939087499387,0.8244558301250061,,,,
58,475,476,LCE-079,CC94,,402.5,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1,CCOC(C)=O,Etyl acetate,0.826338675,0.054111781,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1.CCOC(C)=O,,,,,,,,0.049494414313542956,0.7768442606864571,,,,
918,223,146,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CO,Methanol,0.3403,0.0322,NC1=CC=CC(F)=C1.CO,260.0,80.0,260.0,156.0,61.0,290.0,115.0,0.04943628313685178,0.2908637168631482,179.0,81.0,81.0,81.0
125,542,543,2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CC(C)=O,Acetone,0.855509547,0.015603381,OC1=CC=CC=C1C2=CC=CC=C2.CC(C)=O,,,,,,,,0.04940669577878143,0.8061028512212186,,,,
572,91,110,(R)-(?)-2-Phenylbutyric acid,CA154,938-79-4,164.2,CC[C@@H](C(=O)O)c1ccccc1,CC#N,Acetonitrile,0.887766322,0.003158559,CC[C@@H](C(=O)O)c1ccccc1.CC#N,97.0,123.0,134.0,94.0,38.0,616.0,617.0,0.04929825213703798,0.937064574137038,,,,
472,1035,1038,Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CC1CCCO1,2-Methly tetrahydrofurane,0.310118546,0.018352061,C(#Cc1ccccc1)c1ccccc1.CC1CCCO1,,,,,,,,0.049241639563513684,0.3593601855635137,,,,
14,431,432,,Z24,14753-51-6,268.0,OC1=CC(Br)=C(O)C=C1Br,CCOC(C)=O,Etyl acetate,0.382511539,0.071234662,OC1=CC(Br)=C(O)C=C1Br.CCOC(C)=O,,,,,,,,0.04905810700694091,0.4315696460069409,,,,
134,551,552,"4,4-(Hexafluoroisopropylidene)diphenol",CJ31,1478-61-1,336.0584989,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F,CC(C)=O,Acetone,0.99135746,0.00172017,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F.CC(C)=O,,,,,,,,0.048958678724688065,0.942398781275312,,,,
682,85,92,Deferasirox,CE-A32,201530-41-8,373.4,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1,O=CN(C)C,Dimethyl formamide,0.995701666,0.000744852,C1=C/C(=C/2\N/C(=C\3/C=CC=CC3=O)/N(N2)C4=CC=C(C=C4)C(=O)O)/C(=O)C=C1.O=CN(C)C,96.0,103.0,108.0,77.0,1121.0,1124.0,,0.04889720489376115,0.9468044611062388,,,,
397,960,963,4-Chloroindole,"CE3, RSY39",25235-85-2,151.6,C1=CC2=C(C=CN2)C(=C1)Cl,CC(C)(C)OC,Methyl tert butyl ether,-0.101434897,0.054654724,C1=CC2=C(C=CN2)C(=C1)Cl.CC(C)(C)OC,,,,,,,,0.0484474784620055,-0.0529874185379945,,,,
515,34,36,Dimethoxybenzophenone,CB157,3555-84-8,242.27,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)OC,CC#N,Acetonitrile,0.895493892,0.001876191,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)OC.CC#N,98.0,130.0,55.0,72.0,103.0,681.0,683.0,0.04817103299947245,0.9436649249994724,,,,
11,428,429,"1,3,5-tris(4-carboxyphenyl)benzene",CA157,50446-44-1,438.43,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,CCOC(C)=O,Etyl acetate,0.938447599,0.021733032,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1.CCOC(C)=O,,,,,,,,0.04808383560771068,0.8903637633922893,,,,
641,44,28,Clothianidin,AP41,210880-92-5,249.0087232,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,O=CN(C)C,Dimethyl formamide,0.925820385,0.004466502,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl.O=CN(C)C,42.0,25.0,68.0,29.0,1073.0,1076.0,,0.048030223898060664,0.8777901611019393,,,,
713,18,289,Tryptamine,CA80,61-54-1,160.1000484,NCCC1=CNC2=CC=CC=C12,CO,Methanol,0.9241,0.0124,NCCC1=CNC2=CC=CC=C12.CO,99.0,272.0,32.0,247.0,233.0,279.0,313.0,0.04799407288479951,0.8761059271152005,202.0,75.0,75.0,75.0
59,476,477,,Z49,14348-75-5,336.0,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2,CCOC(C)=O,Etyl acetate,0.615315319,0.056179735,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2.CCOC(C)=O,,,,,,,,0.047815301004284994,0.567500017995715,,,,
923,228,84,"2-METHOXY-5-NITROANILINE, 98%",CA2,99-59-2,168.0,COc1ccc(cc1N)[N+]([O-])=O,CO,Methanol,0.5166,0.0442,COc1ccc(cc1N)[N+]([O-])=O.CO,310.0,103.0,324.0,109.0,90.0,151.0,94.0,0.047675664898067405,0.5642756648980674,223.0,140.0,140.0,140.0
4,421,422,5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CCOC(C)=O,Etyl acetate,0.24777306,0.162706861,Nc1ccc2[nH]ccc2c1.CCOC(C)=O,,,,,,,,0.04735504156107301,0.295128101561073,,,,
543,62,105,n-Propylbenzene,CO33,103-65-1,120.0,CCCC1=CC=CC=C1,CC#N,Acetonitrile,0.569924626,0.004922185,CCCC1=CC=CC=C1.CC#N,55.0,57.0,135.0,107.0,129.0,707.0,710.0,0.04716799460957832,0.5227566313904217,,,,
791,96,199,"2,5-Dimethylphenol",CQ25,95-87-4,122.0731649,OC1=CC(C)=CC=C1C,CO,Methanol,0.7269,0.0087,OC1=CC(C)=CC=C1C.CO,190.0,208.0,25.0,312.0,314.0,76.0,227.0,0.04715694363211731,0.6797430563678827,301.0,231.0,231.0,232.0
840,145,110,,Z166,120-82-1,181.0,C1=CC(=C(C=C1Cl)Cl)Cl,CO,Methanol,0.3947,0.0228,C1=CC(=C(C=C1Cl)Cl)Cl.CO,346.0,111.0,360.0,193.0,62.0,189.0,83.0,0.04684787100150589,0.4415478710015059,155.0,363.0,363.0,364.0
227,790,793,2-Phenylbutyric acid,CK18,90-27-7,164.2,CCC(C(=O)O)c1ccccc1,CCO,Ethanol,0.898205923,0.007151953,CCC(C(=O)O)c1ccccc1.CCO,,,,,,,,0.046818153811393426,0.8513877691886066,,,,
800,105,229,"4,4'-Difluorobenzophenone",CJ19,345-92-6,218.0543213,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CO,Methanol,0.8665,0.0048,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CO,27.0,295.0,72.0,202.0,241.0,143.0,294.0,0.04681407462505793,0.8196859253749421,139.0,312.0,312.0,313.0
915,220,119,2-(Trifluoromethyl)benzoic acid,Z180,433-97-6,190.0,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,CO,Methanol,0.8763,0.0115,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F.CO,277.0,196.0,327.0,252.0,359.0,208.0,238.0,0.046678152281021235,0.9229781522810212,312.0,40.0,40.0,40.0
854,159,291,Nicotine ,CB94,54-11-5,162.1156984,CN1C(CCC1)C2=CN=CC=C2,CO,Methanol,0.9802,0.0021,CN1C(CCC1)C2=CN=CC=C2.CO,102.0,215.0,103.0,151.0,322.0,163.0,239.0,0.046535556338308526,0.9336644436616914,147.0,138.0,138.0,138.0
830,135,316,Thiamine hydrochloride (Vitamin B1),AP24,67-03-8,336.0578376,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1,CO,Methanol,1.0,0.0,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1.CO,176.0,343.0,115.0,284.0,261.0,256.0,304.0,0.04637054731171619,0.9536294526882838,229.0,32.0,32.0,32.0
929,234,115,"2,5- Difluoronitrobenzene",CB125,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,Methanol,0.5029,0.0231,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO,286.0,84.0,220.0,178.0,89.0,182.0,104.0,0.04633535115972154,0.4565646488402785,233.0,176.0,176.0,176.0
548,67,102,Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CC#N,Acetonitrile,0.696811398,0.002840706,C(#Cc1ccccc1)c1ccccc1.CC#N,64.0,77.0,97.0,91.0,134.0,712.0,715.0,0.04630321791432879,0.7431146159143288,,,,
585,104,42,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC#N,Acetonitrile,0.668765512,0.018796994,N#CC1=CC(F)=CC(F)=C1.CC#N,89.0,112.0,116.0,93.0,53.0,631.0,632.0,0.046199862981567974,0.622565649018432,,,,
493,12,21,6-Hydroxyindole,RSY77,2380-86-1,133.2,C1=CC(=CC2=C1C=CN2)O,CC#N,Acetonitrile,0.662161929,0.010198391,C1=CC(=CC2=C1C=CN2)O.CC#N,102.0,124.0,22.0,42.0,25.0,603.0,604.0,0.04604393017295072,0.7082058591729508,,,,
654,57,26,Clozapine,CA225,5786-21-0,326.8,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,O=CN(C)C,Dimethyl formamide,0.99685565,0.001103807,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl.O=CN(C)C,53.0,45.0,47.0,90.0,1134.0,1137.0,,0.04601356521906841,0.9508420847809316,,,,
44,461,462,4-Iodoanisole,CC26,696-62-8,234.03,COc1ccc(I)cc1,CCOC(C)=O,Etyl acetate,0.127306584,0.140182641,COc1ccc(I)cc1.CCOC(C)=O,,,,,,,,0.0458922822496505,0.1731988662496505,,,,
144,561,562,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC(C)=O,Acetone,0.789862362,0.033768867,c1ccc2c(c1)Cc1ccccc1-2.CC(C)=O,,,,,,,,0.04583449712663634,0.7440278648733637,,,,
636,39,36,3-Bromo-9H-carbazole,RSY15,1592-95-6,246.1,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,O=CN(C)C,Dimethyl formamide,0.842118843,0.014533705,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.O=CN(C)C,58.0,61.0,17.0,104.0,1148.0,1151.0,,0.04570003112942711,0.7964188118705728,,,,
547,66,47,4-Bromoindole,RSY23,52488-36-5,196.0,C1=CC2=C(C=CN2)C(=C1)Br,CC#N,Acetonitrile,0.706345864,0.100278719,C1=CC2=C(C=CN2)C(=C1)Br.CC#N,88.0,128.0,67.0,103.0,94.0,672.0,673.0,0.04562876816516925,0.6607170958348307,,,,
526,45,50,"5,5'-Dithiobis(2-nitrobenzoic acid)",RB45,69-78-3,395.9722072,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,CC#N,Acetonitrile,0.998732006,0.00150557,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O.CC#N,83.0,97.0,50.0,66.0,35.0,613.0,614.0,0.045371511620995175,0.9533604943790048,,,,
688,91,98,Rifampicin,AP60,13292-46-1,822.94,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,O=CN(C)C,Dimethyl formamide,0.998976857,0.000193976,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C.O=CN(C)C,104.0,109.0,93.0,91.0,1135.0,1138.0,,0.045297498934918634,0.9536793580650814,,,,
914,219,187,"1,3,5-tri(propan-2-yl)benzene",Z81,717-74-8,204.0,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C,CO,Methanol,0.9495,0.0242,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C.CO,281.0,206.0,264.0,207.0,346.0,203.0,260.0,0.04511778854727755,0.9946177885472776,303.0,398.0,398.0,399.0
763,68,248,Phenacetin,CP1,62-44-2,179.0946287,CCOC1=CC=C(C=C1)NC(C)=O,CO,Methanol,0.841,0.0056,CCOC1=CC=C(C=C1)NC(C)=O.CO,72.0,320.0,64.0,265.0,283.0,336.0,266.0,0.044956545846192686,0.7960434541538073,144.0,409.0,409.0,410.0
321,884,887,_-Caryophyllene,AP59,87-44-5,204.35,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,CC1=CC=CC=C1,Toluene,0.725463093,0.015488193,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C.CC1=CC=CC=C1,,,,,,,,0.04494554274683049,0.6805175502531695,,,,
513,32,33,5-Fluoroindole,RSY24,399-52-0,135.14,C1=CC2=C(C=CN2)C=C1F,CC#N,Acetonitrile,0.546462741,0.003090691,C1=CC2=C(C=CN2)C=C1F.CC#N,51.0,35.0,68.0,56.0,62.0,640.0,641.0,0.044904032195619004,0.591366773195619,,,,
793,98,131,2-amino-4-methyl-1H-pyrimidin-6-one,Z101,3977-29-5,125.0,CC1=CC(=O)NC(=N1)N,CO,Methanol,0.6997,0.0093,CC1=CC(=O)NC(=N1)N.CO,199.0,174.0,185.0,338.0,278.0,152.0,218.0,0.04476853016867577,0.7444685301686758,320.0,16.0,16.0,16.0
550,69,58,4-Chloroindole,"CE3, RSY39",25235-85-2,151.6,C1=CC2=C(C=CN2)C(=C1)Cl,CC#N,Acetonitrile,0.693719653,0.007215314,C1=CC2=C(C=CN2)C(=C1)Cl.CC#N,113.0,116.0,90.0,136.0,89.0,667.0,668.0,0.044633507479721946,0.6490861455202781,,,,
517,36,44,"4,4'-Difluorobenzophenone",CO28,345-92-6,218.0,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CC#N,Acetonitrile,0.798965419,0.003814863,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CC#N,108.0,118.0,91.0,77.0,106.0,684.0,686.0,0.04451302690757397,0.8434784459075739,,,,
582,101,98,Acetamiprid,AP44,135410-20-7,222.067224,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CC#N,Acetonitrile,0.935391326,0.002597492,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl.CC#N,68.0,55.0,98.0,137.0,42.0,620.0,621.0,0.044430731016776415,0.8909605949832236,,,,
664,67,60,"1,2,3,4-tetrahydro-1H-pyrido[3,4-b]indole",RSY8,16502-01-5,172.23,C1CNCC2=C1C3=CC=CC=C3N2,O=CN(C)C,Dimethyl formamide,0.783139409,0.006220765,C1CNCC2=C1C3=CC=CC=C3N2.O=CN(C)C,78.0,79.0,20.0,24.0,1068.0,1071.0,,0.04431959886334991,0.8274590078633499,,,,
170,733,736,CIPROFLOXACIN,AP40,85721-33-1,331.3,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,CC(O)C,2-Propanol,0.973508139,0.014059159,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.CC(O)C,,,,,,,,0.04430283737291718,0.9292053016270828,,,,
560,79,94,4-NITROBENZOIC ACID,CD2,62-23-7,167.0,OC(=O)c1ccc(cc1)[N+]([O-])=O,CC#N,Acetonitrile,0.72557237,0.003327966,OC(=O)c1ccc(cc1)[N+]([O-])=O.CC#N,50.0,65.0,10.0,24.0,4.0,582.0,583.0,0.04423431297137237,0.7698066829713723,,,,
155,572,573,"2,6-Di-tert-butyl-4-methylphenol",D1,128-37-0,220.0,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,CC(C)=O,Acetone,0.988407577,0.001914786,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C.CC(C)=O,,,,,,,,0.044161538168821624,0.9442460388311784,,,,
403,966,969,"4,4'-Difluorobenzophenone",CO28,345-92-6,218.0,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CC(C)(C)OC,Methyl tert butyl ether,-0.070571684,0.057386694,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CC(C)(C)OC,,,,,,,,0.0441070600500469,-0.0264646239499531,,,,
120,537,538,Tadalafil,CA114,171596-29-5,389.4,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,CC(C)=O,Acetone,0.993120054,0.001313351,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O.CC(C)=O,,,,,,,,0.04401861644274441,0.9491014375572556,,,,
33,450,451,Menadione,AP28,58-27-5,172.0,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O,CCOC(C)=O,Etyl acetate,0.351085148,0.098462652,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O.CCOC(C)=O,,,,,,,,0.04395650542055296,0.395041653420553,,,,
894,199,237,Clothianidin,AP41,210880-92-5,249.0087232,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl,CO,Methanol,0.9617,0.0067,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl.CO,17.0,258.0,211.0,251.0,190.0,371.0,306.0,0.04387950977285615,0.9178204902271438,67.0,118.0,118.0,118.0
925,230,300,Tenoxicam,RB34,59804-37-4,337.0190978,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,CO,Methanol,0.9985,0.0006,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O.CO,204.0,324.0,235.0,350.0,331.0,367.0,371.0,0.04382095243549322,0.9546790475645068,279.0,165.0,165.0,165.0
975,280,126,"4,5-dichlorophthalonitrile ",CP8,139152-08-2,195.9595034,N#CC1=CC(Cl)=C(Cl)C=C1C#N,CO,Methanol,0.7124,0.0663,N#CC1=CC(Cl)=C(Cl)C=C1C#N.CO,119.0,138.0,204.0,177.0,223.0,305.0,154.0,0.04344809987058551,0.6689519001294145,371.0,411.0,411.0,412.0
795,100,255,Aniline,CP37,62-53-3,93.13,C1=CC=C(C=C1)N,CO,Methanol,0.2119,0.0208,C1=CC=C(C=C1)N.CO,150.0,157.0,140.0,206.0,30.0,104.0,169.0,0.043359954725793515,0.1685400452742065,127.0,53.0,53.0,53.0
1007,312,74,Menadione,AP28,58-27-5,172.0,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O,CO,Methanol,0.6691,0.0107,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O.CO,105.0,85.0,214.0,148.0,105.0,312.0,126.0,0.04333833270782661,0.7124383327078266,164.0,246.0,246.0,247.0
727,32,20,4-Iodoanisole,Z137,696-62-8,234.0,COC1=CC=C(C=C1)I,CO,Methanol,0.2067,0.0757,COC1=CC=C(C=C1)I.CO,52.0,35.0,203.0,58.0,9.0,265.0,49.0,0.043280826284761015,0.249980826284761,38.0,318.0,318.0,319.0
333,896,899,"alpha, alpha-Dipyridyl",CA113,75216-45-4,156.1,C1(C2=NC=CC=C2)=CC=CC=N1,CCCCCCC,Heptane,-0.03475259,0.0509636,C1(C2=NC=CC=C2)=CC=CC=N1.CCCCCCC,,,,,,,,0.043241562882938095,-0.0779941528829381,,,,
438,1001,1004,m-Cresol GPR RECTAPUR�,"CM23, Y1, Y10",108-39-4,108.0575149,CC1=CC(O)=CC=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.274170704,0.067177117,CC1=CC(O)=CC=C1.CC1CCCO1,,,,,,,,0.043223456755086986,0.230947247244913,,,,
102,519,520,,Z39,150-78-7,138.0,COC1=CC=C(OC)C=C1,CC(C)=O,Acetone,0.439759998,0.008813673,COC1=CC=C(OC)C=C1.CC(C)=O,,,,,,,,0.04319075677358969,0.4829507547735897,,,,
771,76,85,2-Methylpyridine,CD8,109-06-8,93.05784922,CC1=NC=CC=C1,CO,Methanol,0.1789,0.0739,CC1=NC=CC=C1.CO,40.0,58.0,46.0,93.0,6.0,23.0,86.0,0.04313372667330251,0.2220337266733025,46.0,99.0,99.0,99.0
587,106,92,Rifampicin,AP60,13292-46-1,822.94,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C,CC#N,Acetonitrile,0.999435228,0.000526698,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C.CC#N,59.0,50.0,123.0,124.0,114.0,692.0,694.0,0.04273182263009956,0.9567034053699004,,,,
325,888,891,2-Methylpyridine,CD8,109-06-8,93.05784922,CC1=NC=CC=C1,CCCCCCC,Heptane,-0.04388435,0.062248805,CC1=NC=CC=C1.CCCCCCC,,,,,,,,0.0426001737324113,-0.0864845237324113,,,,
259,822,825,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CCO,Ethanol,0.774383,0.015280884,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CCO,,,,,,,,0.04258475986669452,0.8169677598666946,,,,
152,569,570,4-tert-Butylstyrene,RB56,1746-23-2,160.26,C=Cc1ccc(C(C)(C)C)cc1,CC(C)=O,Acetone,0.911430066,0.014534932,C=Cc1ccc(C(C)(C)C)cc1.CC(C)=O,,,,,,,,0.04256240503430053,0.8688676609656995,,,,
111,528,529,"1-CHLORO-4-NITROBENZENE, 99%",Z128,100-00-5,157.0,O=[N+](C1=CC=C(Cl)C=C1)[O-],CC(C)=O,Acetone,0.414553275,0.009455859,O=[N+](C1=CC=C(Cl)C=C1)[O-].CC(C)=O,,,,,,,,0.04252321508278328,0.4570764900827833,,,,
867,172,100,"3-NITROPHENOL, REAGENTPLUS, 99%",Z127,554-84-7,139.0,OC1=CC=CC([N+]([O-])=O)=C1,CO,Methanol,0.387,0.0293,OC1=CC=CC([N+]([O-])=O)=C1.CO,321.0,101.0,359.0,120.0,70.0,93.0,92.0,0.042457607111550166,0.4294576071115502,200.0,143.0,143.0,143.0
1002,307,200,Tetrafluoroterephthalonitrile,CC44,1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.9501,0.0105,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO,156.0,303.0,278.0,288.0,334.0,363.0,348.0,0.04243271740989896,0.907667282590101,331.0,184.0,184.0,184.0
0,417,418,Mandelic acid,CR18,90-64-2,152.0,OC(C(O)=O)C1=CC=CC=C1,CCOC(C)=O,Etyl acetate,0.46011253,0.117901955,OC(C(O)=O)C1=CC=CC=C1.CCOC(C)=O,,,,,,,,0.042169962809848804,0.5022824928098488,,,,
420,983,986,"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC(C)(C)OC,Methyl tert butyl ether,-0.025146937,0.092883062,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2.CC(C)(C)OC,,,,,,,,0.0421017423756768,0.0169548053756768,,,,
1009,314,32,"a,a'-Dibromo-p-xylene",CB49,623-24-5,261.8992745,BrCC1=CC=C(C=C1)CBr,CO,Methanol,0.3962,0.0157,BrCC1=CC=C(C=C1)CBr.CO,74.0,26.0,262.0,35.0,50.0,147.0,26.0,0.042002918485562424,0.4382029184855624,86.0,278.0,278.0,279.0
