,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,dm300_err,dm300_measured
373,167,435,397,390,293,308,257,364,247,675,675,677,5-Bromoindole,RSY11,10075-50-0,196.04,C1=CC2=C(C=CN2)C=C1Br,CC#N,Acetonitrile,0.48700754,0.158968594,C1=CC2=C(C=CN2)C=C1Br.CC#N,0.1004914868679111,0.5874990268679111
430,207,373,271,400,487,414,141,286,163,250,250,251,Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CO,Methanol,0.1112,0.0351,C#Cc1ccccc1.CO,0.1003867931853411,0.2115867931853411
281,408,213,265,327,294,373,408,459,518,311,311,312,Thymol,CP3,89-83-8,150.1044651,CC1=CC(O)=C(C(C)C)C=C1,CO,Methanol,0.9426,0.0046,CC1=CC(O)=C(C(C)C)C=C1.CO,0.10033732488654834,0.8422626751134517
923,217,467,723,700,274,587,630,535,308,143,143,143,"3-NITROPHENOL, REAGENTPLUS, 99%",Z127,554-84-7,139.0,OC1=CC=CC([N+]([O-])=O)=C1,CO,Methanol,0.387,0.0293,OC1=CC=CC([N+]([O-])=O)=C1.CO,0.09909529857174582,0.4860952985717458
124,149,228,501,320,403,333,179,424,225,660,660,661,1-(4-BROMOPHENYL)ETHANOL,RC22,5391-88-8,201.1,CC(C1=CC=C(C=C1)Br)O,CC#N,Acetonitrile,0.480365053,0.003625411,CC(C1=CC=C(C=C1)Br)O.CC#N,0.09905041293455852,0.5794154659345585
327,272,255,363,560,255,211,284,473,307,545,545,546,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC(C)=O,Acetone,0.346675252,0.062006276,COC1=CC=C(Br)C=C1.CC(C)=O,0.09890000110246489,0.4455752531024649
221,410,210,217,280,352,234,191,205,268,1074,1074,1077,2-Amino-5-bromobenzoic acid,RB54,5794-88-7,216.03,C1=CC(=C(C=C1Br)C(=O)O)N,O=CN(C)C,Dimethyl formamide,0.896827902,0.008549823,C1=CC(=C(C=C1Br)C(=O)O)N.O=CN(C)C,0.09878780302195544,0.7980400989780445
56,255,336,243,121,314,148,267,301,246,12,12,12,Mandelic acid,CR18,90-64-2,152.0,OC(C(O)=O)C1=CC=CC=C1,CO,Methanol,0.9999,0.0,OC(C(O)=O)C1=CC=CC=C1.CO,0.09852315550259882,0.9013768444974012
123,307,200,252,283,346,250,400,476,644,813,813,816,4-Chloroindole,"CE3, RSY39",25235-85-2,151.6,C1=CC2=C(C=CN2)C(=C1)Cl,CCO,Ethanol,0.547820203,0.009430217,C1=CC2=C(C=CN2)C(=C1)Cl.CCO,0.09837406575328939,0.4494461372467106
144,285,263,240,284,271,312,331,371,444,666,666,667,4-Chloroindole,RSY39,25235-85-2,151.59,C1=CC2=C(C=CN2)C(=C1)Cl,CC#N,Acetonitrile,0.741095408,0.004428797,C1=CC2=C(C=CN2)C(=C1)Cl.CC#N,0.09786563009294313,0.6432297779070568
254,432,88,168,201,137,182,281,202,126,1058,1058,1061,"1,5-Diaminonaphthalene",CK5,2243-62-1,158.0,C1=CC2=C(C=CC=C2N)C(=C1)N,O=CN(C)C,Dimethyl formamide,0.82222074,0.007279798,C1=CC2=C(C=CC=C2N)C(=C1)N.O=CN(C)C,0.09758584147755767,0.7246348985224423
366,333,518,409,672,651,307,370,218,398,105,105,105,3-Pyridinepropano,Z144,2859-67-8,137.0,C1=CC(=CN=C1)CCCO,CO,Methanol,0.2048,0.0344,C1=CC(=CN=C1)CCCO.CO,0.09749192189286857,0.3022919218928686
395,142,418,312,370,389,585,472,550,484,108,108,108,Phthalimide,D34,85-41-6,147.0,O=C(N1)C2=CC=CC=C2C1=O,CO,Methanol,0.6412,0.0312,O=C(N1)C2=CC=CC=C2C1=O.CO,0.09722627125787608,0.7384262712578761
458,303,363,683,597,510,616,830,1018,452,882,882,885,"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC1=CC=CC=C1,Toluene,0.554625174,0.048096791,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2.CC1=CC=CC=C1,0.09680066924644581,0.6514258432464458
431,366,394,566,536,527,644,817,680,557,571,571,572,,Z57,1074-24-4,263.0,CC1=CC(Br)=C(C)C=C1Br,CC(C)=O,Acetone,0.764837236,0.00334637,CC1=CC(Br)=C(C)C=C1Br.CC(C)=O,0.09655881292291435,0.8613960489229143
632,290,585,287,1058,434,834,615,838,658,875,875,878,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC1=CC=CC=C1,Toluene,0.589248536,0.043681548,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CC1=CC=CC=C1,0.09633533033036101,0.6855838663303611
627,575,333,364,413,342,445,489,381,902,751,751,754,1-(4-BROMOPHENYL)ETHANOL,RC22,5391-88-8,201.1,CC(C1=CC=C(C=C1)Br)O,CC(O)C,2-Propanol,0.26518926,0.073821067,CC(C1=CC=C(C=C1)Br)O.CC(O)C,0.09603473248239738,0.1691545275176026
68,87,122,187,177,237,49,183,325,131,285,285,286,,Z165,24596-19-8,200.0,CC1=CC(=CC(=C1N)C)Br,CO,Methanol,0.576,0.0172,CC1=CC(=CC(=C1N)C)Br.CO,0.09565765559146455,0.6716576555914645
406,339,474,437,649,227,707,462,797,722,348,348,349,Dipyridamole,AP5,58-32-2,504.0,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO,CO,Methanol,0.9984,0.0002,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO.CO,0.0956132949841626,1.0940132949841626
343,451,551,727,680,656,508,438,699,866,82,82,82,"2,4,6-trimethylbenzoic acid",CA34,480-63-7,164.0837296,O=C(O)C1=C(C)C=C(C)C=C1C,CO,Methanol,1.0,0.0,O=C(O)C1=C(C)C=C(C)C=C1C.CO,0.09549802641113159,0.9045019735888684
357,297,372,527,571,259,484,509,469,358,964,964,967,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.126867407,0.033815035,COC1=CC=C(Br)C=C1.CC(C)(C)OC,0.09504795316116049,-0.0318194538388395
260,570,353,269,216,449,297,444,178,646,521,521,522,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CC(C)=O,Acetone,0.787563208,0.110221124,OC1CCCC2=C1C=CC=C2.CC(C)=O,0.09502176604715173,0.6925414419528483
315,322,340,321,151,85,101,120,273,172,422,422,423,4-Acetoamidophenol,AP37,103-90-2,151.0,OC1=CC=C(NC(C)=O)C=C1,CCOC(C)=O,Etyl acetate,0.307800812,0.110575953,OC1=CC=C(NC(C)=O)C=C1.CCOC(C)=O,0.09497616030899803,0.402776972308998
309,501,489,309,233,268,266,508,328,476,905,905,908,Phenylacetylene,RB13,536-74-3,102.13,C#Cc1ccccc1,CCCCCCC,Heptane,-0.00953911,0.062801588,C#Cc1ccccc1.CCCCCCC,0.0947634296294393,-0.1043025396294393
402,289,398,488,503,450,331,350,474,291,903,903,906,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CCCCCCC,Heptane,-0.132244865,0.02531405,OC1=CC(C)=CC=C1C.CCCCCCC,0.09451520943954929,-0.0377296555604507
336,263,226,532,827,636,829,572,695,490,902,902,905,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CCCCCCC,Heptane,-0.113794555,0.082901084,OC1CCCC2=C1C=CC=C2.CCCCCCC,0.09442157612182481,-0.0193729788781752
341,311,301,150,379,442,200,266,314,149,930,930,933,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CCCCCCC,Heptane,-0.058587812,0.031571676,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CCCCCCC,0.0943653738335484,0.0357775618335484
157,163,240,236,309,416,351,338,107,138,926,926,929,Perfluorobenzophenone,CB148,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CCCCCCC,Heptane,0.007226313,0.067472734,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CCCCCCC,0.0942330828548124,0.1014593958548124
392,228,511,386,617,489,559,456,380,316,230,230,231,"1-CHLORO-4-NITROBENZENE, 99%",D20,100-00-5,157.0,[O-][N+](=O)c1ccc(Cl)cc1,CO,Methanol,0.1831,0.0213,[O-][N+](=O)c1ccc(Cl)cc1.CO,0.094224077854803,0.277324077854803
222,199,288,246,323,349,273,223,245,286,713,713,716,"1-Bromo-4-methoxy-2,5-dimethylbenzene",CA57,58106-25-5,213.9993271,CC1=C(OC)C=C(C)C(Br)=C1,CC#N,Acetonitrile,0.960799185,0.002649647,CC1=C(OC)C=C(C)C(Br)=C1.CC#N,0.09418489308878586,0.8666142919112141
181,204,362,412,374,273,628,471,387,373,17,17,17,4-AMINO-3-NITROBENZOIC ACID,Z148,1588-83-6,182.0,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N,CO,Methanol,0.7007,0.0302,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N.CO,0.09372865851116763,0.7944286585111676
502,460,347,730,518,517,609,583,700,553,1000,1000,1003,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.194506746,0.044968975,N#CC1=CC(F)=CC(F)=C1.CC1CCCO1,0.09354585791191089,0.2880526039119109
278,148,194,134,158,200,275,222,226,274,680,680,682,Methyl 4-bromobenzoate,CJ70,619-42-1,215.05,BrC1=CC=C(C(OC)=O)C=C1,CC#N,Acetonitrile,0.728268743,0.003475363,BrC1=CC=C(C(OC)=O)C=C1.CC#N,0.09347174751346454,0.6347969954865355
217,542,608,549,720,453,641,546,548,938,735,735,738,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CC(O)C,2-Propanol,0.292857436,0.071762407,CC1=NC(C)=CC=C1.CC(O)C,0.09319328785820483,0.1996641481417952
426,220,329,537,1043,506,525,256,263,387,47,47,47,2-AMINOBENZAMIDE,S168,88-68-6,136.15,NC(=O)c1ccccc1N,CO,Methanol,0.6149,0.0219,NC(=O)c1ccccc1N.CO,0.09313078910420025,0.7080307891042003
535,136,365,522,392,477,283,387,471,241,911,911,914,Thymol,CP3,89-83-8,150.1044651,CC1=CC(O)=C(C(C)C)C=C1,CCCCCCC,Heptane,-0.161408581,0.035195897,CC1=CC(O)=C(C(C)C)C=C1.CCCCCCC,0.0931285388876208,-0.0682800421123792
290,158,132,47,12,122,186,89,42,155,73,73,73,,Z42,7226-23-5,128.0,O=C1N(C)CCCN1C,CO,Methanol,0.7594,0.0411,O=C1N(C)CCCN1C.CO,0.09297927007839657,0.6664207299216034
270,357,101,74,164,150,125,91,149,167,1048,1048,1051,6-aminonaphthalene-2-carboxylic acid,Z89,116668-47-4,187.0,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O,O=CN(C)C,Dimethyl formamide,0.948639738,0.002839639,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O.O=CN(C)C,0.09282461810984077,0.8558151198901592
120,359,112,199,239,264,334,454,247,572,1120,1120,1123,5-BROMOINDOLE,RSY14,10075-50-0,196.04,C1=CC2=C(C=CN2)C=C1Br,O=CN(C)C,Dimethyl formamide,0.566084599,0.018397464,C1=CC2=C(C=CN2)C=C1Br.O=CN(C)C,0.09212142229435638,0.4739631767056436
307,725,703,330,396,363,420,322,1003,335,272,272,273,"2,4,6-TRICHLOROPHENOL, 98%",CC5,88-06-2,195.0,Oc1c(Cl)cc(Cl)cc1Cl,CO,Methanol,0.5751,0.107,Oc1c(Cl)cc(Cl)cc1Cl.CO,0.09200802691994203,0.667108026919942
264,293,543,289,594,474,536,332,759,870,715,715,718,,Z172,1611-92-3,249.0,CC1=CC(=CC(=C1)Br)Br,CC#N,Acetonitrile,0.811624499,0.002906,CC1=CC(=CC(=C1)Br)Br.CC#N,0.09162105714981839,0.7200034418501816
308,523,386,300,274,336,520,377,503,831,901,901,904,"1,4-Dimethoxybenzene",CK2,150-78-7,138.0680796,COC1=CC=C(OC)C=C1,CCCCCCC,Heptane,-0.033364613,0.03653408,COC1=CC=C(OC)C=C1.CCCCCCC,0.0911916486182348,-0.1245562616182348
232,124,285,72,122,254,325,182,253,289,1024,1024,1027,Methyl 4-bromobenzoate,CJ70,619-42-1,215.05,BrC1=CC=C(C(OC)=O)C=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.364631878,0.045650594,BrC1=CC=C(C(OC)=O)C=C1.CC1CCCO1,0.09118526075674283,0.2734466172432572
333,351,384,609,519,408,490,695,916,433,1162,1162,1165,"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,O=CN(C)C,Dimethyl formamide,0.875731939,0.006560105,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2.O=CN(C)C,0.09059740521032555,0.9663293442103256
170,264,311,207,153,209,184,259,283,344,946,946,949,(R)-(_)-1-Indanol,CA170,697-64-3,134.0,C1CC2=CC=CC=C2C1O,CC(C)(C)OC,Methyl tert butyl ether,0.116316355,0.400969587,C1CC2=CC=CC=C2C1O.CC(C)(C)OC,0.09002201816552549,0.0262943368344745
620,403,248,228,358,402,392,442,341,506,1066,1066,1069,"5-(trifluoromethyl)benzene-1,3-diamine",Z179,368-53-6,176.0,C1=C(C=C(C=C1N)N)C(F)(F)F,O=CN(C)C,Dimethyl formamide,0.890353286,0.006803535,C1=C(C=C(C=C1N)N)C(F)(F)F.O=CN(C)C,0.08991933250091955,0.8004339534990804
251,458,279,333,315,569,203,759,557,577,372,372,373,Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CO,Methanol,0.7959,0.0153,C(#Cc1ccccc1)c1ccccc1.CO,0.0897231925957912,0.7061768074042089
182,200,161,292,578,467,402,270,350,475,915,915,918,Flavanone,CB140,487-26-3,224.0837296,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,CCCCCCC,Heptane,-0.17782598,0.093394126,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3.CCCCCCC,0.08961589246333289,-0.0882100875366671
9,343,586,368,42,236,44,53,0,191,156,156,156,1-Boc-pyrrolidine-3-carboxylic acid,RC14,59378-75-5,215.0,CC(C)(C)OC(=O)N1CCC(C1)C(=O)O,CO,Methanol,0.5421,0.0458,CC(C)(C)OC(=O)N1CCC(C1)C(=O)O.CO,0.08954076603612038,0.6316407660361204
185,302,274,214,244,269,572,1016,578,893,211,211,212,,Z38,624-28-2,237.0,BrC1=CN=C(Br)C=C1,CO,Methanol,0.3549,0.0526,BrC1=CN=C(Br)C=C1.CO,0.08939671364083779,0.2655032863591622
177,386,284,438,507,778,542,580,666,672,870,870,873,1-Methylnaphthalene,CC25,90-12-0,142.0,CC1=CC=CC2=CC=CC=C12,CC1=CC=CC=C1,Toluene,0.130650687,0.040705116,CC1=CC=CC2=CC=CC=C12.CC1=CC=CC=C1,0.08936555846457178,0.0412851285354282
361,239,252,282,240,290,216,245,285,214,661,661,662,"5,6-DICHLOROBENZIMIDAZOLE",RSY76,6478-73-5,187.0,C1=C2C(=CC(=C1Cl)Cl)N=CN2,CC#N,Acetonitrile,0.54688111,0.004891635,C1=C2C(=CC(=C1Cl)Cl)N=CN2.CC#N,0.08871196481082744,0.6355930748108274
367,164,487,738,584,505,1005,306,177,194,61,61,61,4-aminobenzonitrile,Z140,873-74-5,118.0,N#CC1=CC=C(N)C=C1,CO,Methanol,0.314,0.0579,N#CC1=CC=C(N)C=C1.CO,0.08855568031149419,0.4025556803114942
472,553,396,556,661,288,731,748,836,687,938,938,941,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.089165216,0.051528842,NC1=CC=CC(F)=C1.CC(C)(C)OC,0.0881663148914905,-0.0009989011085095
334,227,316,197,224,291,298,244,281,240,849,849,852,N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CC1=CC=CC=C1,Toluene,-0.136459107,0.030301021,CN(C=O)C1=CC=CC=C1.CC1=CC=CC=C1,0.0874143739402344,-0.0490447330597656
155,455,354,696,535,351,379,735,526,436,760,760,763,Methyl 4-bromobenzoate,CJ70,619-42-1,215.05,BrC1=CC=C(C(OC)=O)C=C1,CC(O)C,2-Propanol,0.119841556,0.023817339,BrC1=CC=C(C(OC)=O)C=C1.CC(O)C,0.0873167829873941,0.2071583389873941
572,467,287,461,559,555,612,455,644,272,495,495,496,Ranitidine hydrochloride,AP57,66357-59-3,350.1179393,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O,CC(C)=O,Acetone,0.884691666,0.007308546,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O.CC(C)=O,0.0871472055981084,0.9718388715981084
265,221,391,304,452,522,282,542,642,834,828,828,831,mesitylene,CM6,108-67-8,120.19,CC1=CC(=CC(=C1)C)C,CCO,Ethanol,0.732207957,0.018335394,CC1=CC(=CC(=C1)C)C.CCO,0.08710860381287844,0.6450993531871215
733,336,844,341,326,320,208,595,513,456,871,871,874,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC1=CC=CC=C1,Toluene,0.153810393,0.040456316,c1ccc2c(c1)Cc1ccccc1-2.CC1=CC=CC=C1,0.08694642301384631,0.2407568160138463
189,340,286,201,409,296,155,184,141,216,1047,1047,1050,4-Fluorobenzoic acid,CC4,456-22-4,140.0,O=C(O)C1=CC=C(F)C=C1,O=CN(C)C,Dimethyl formamide,0.721234996,0.016726247,O=C(O)C1=CC=C(F)C=C1.O=CN(C)C,0.08691779669300859,0.6343171993069914
235,584,276,322,232,343,710,637,749,826,1097,1097,1100,,Z186,10403-47-1,217.0,C1=CC(=C(C=C1[N+](=O)[O-])N)Br,O=CN(C)C,Dimethyl formamide,0.594245328,0.010040566,C1=CC(=C(C=C1[N+](=O)[O-])N)Br.O=CN(C)C,0.0866769241982065,0.5075684038017935
386,246,488,516,631,358,385,530,444,255,986,986,989,5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CC1CCCO1,2-Methly tetrahydrofurane,0.122338913,0.075550631,Nc1ccc2[nH]ccc2c1.CC1CCCO1,0.0866735812897832,0.2090124942897832
378,178,499,755,595,515,1024,316,181,197,65,65,65,4-Aminobenzonitrile,CA119,873-74-5,118.0530982,N#CC1=CC=C(N)C=C1,CO,Methanol,0.3161,0.0233,N#CC1=CC=C(N)C=C1.CO,0.0864556803114942,0.4025556803114942
75,418,376,211,664,703,825,479,426,1002,980,980,983,4-tert-Butylstyrene,RB56,1746-23-2,160.26,C=Cc1ccc(C(C)(C)C)cc1,CC(C)(C)OC,Methyl tert butyl ether,0.068420286,0.023909156,C=Cc1ccc(C(C)(C)C)cc1.CC(C)(C)OC,0.0860500517198046,-0.0176297657198046
78,309,399,288,144,378,175,308,352,277,11,11,11,Mandelic acid,CR18,90-64-2,152.0,OC(C(O)=O)C1=CC=CC=C1,CO,Methanol,0.9874,0.0011,OC(C(O)=O)C1=CC=CC=C1.CO,0.08602315550259887,0.9013768444974012
374,437,622,822,999,653,940,737,997,584,535,535,536,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.7945517,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CC(C)=O,Acetone,0.748778465,0.118216958,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CC(C)=O,0.08569822427308249,0.8344766892730825
584,388,558,1030,824,916,975,1047,1082,872,994,994,997,2-phenylbutanoic acid,CK 18,90-27-7,164.0,CCC(C1=CC=CC=C1)C(=O)O,CC1CCCO1,2-Methly tetrahydrofurane,0.509841364,0.109299752,CCC(C1=CC=CC=C1)C(=O)O.CC1CCCO1,0.08554202494271801,0.595383388942718
330,448,434,486,356,509,473,302,499,554,1067,1067,1070,"5,5'-Dithiobis(2-nitrobenzoic acid)",RB45,69-78-3,395.9722072,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O,O=CN(C)C,Dimethyl formamide,0.997408787,0.000883846,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O.O=CN(C)C,0.08519137141565203,0.912217415584348
995,890,566,1021,752,848,904,1002,842,597,149,149,149,Acetamiprid,AP44,135410-20-7,222.067224,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl,CO,Methanol,0.8596,0.0116,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl.CO,0.08476484207580692,0.944364842075807
205,218,334,324,275,183,467,241,376,213,771,771,774,Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CC(O)C,2-Propanol,0.275269643,0.056840159,C(#Cc1ccccc1)c1ccccc1.CC(O)C,0.0844569369864876,0.3597265799864876
413,196,442,487,460,377,1031,271,493,481,175,175,175,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CO,Methanol,0.4731,0.0136,N#CC1=CC(F)=CC(F)=C1.CO,0.08382675157470026,0.5569267515747003
320,744,390,467,643,325,400,584,867,409,985,985,988,2-Aminopyridine,CP27,504-29-0,94.0,C1=CC=NC(=C1)N,CC1CCCO1,2-Methly tetrahydrofurane,-0.029856415,0.082084169,C1=CC=NC(=C1)N.CC1CCCO1,0.083445501139509,0.053589086139509
542,644,314,478,192,251,247,432,344,320,710,710,713,N-Phenyl-1-naphthylamine,CJ92,90-30-2,219.3,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,CC#N,Acetonitrile,0.958563222,0.005511662,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.CC#N,0.0833084323994493,0.8752547896005507
365,746,631,781,398,480,626,561,882,726,920,920,923,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CCCCCCC,Heptane,-0.047027944,0.028773342,c1ccc2c(c1)Cc1ccccc1-2.CCCCCCC,0.08248583022904189,-0.1295137742290419
597,465,495,674,801,708,534,623,839,1033,1145,1145,1148,2-Hydroxy-4-methoxybenzophenone,CC19,131-57-7,228.0786442,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,O=CN(C)C,Dimethyl formamide,0.780629595,0.015117221,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O.O=CN(C)C,0.08239402746062352,0.8630236224606235
660,352,746,952,575,697,814,389,1109,650,1064,1064,1067,"5-Amino-1,4-benzodioxane",RSY45,16081-45-1,151.2,C1COC2=C(C=CC=C2O1)N,O=CN(C)C,Dimethyl formamide,0.522999989,0.007069966,C1COC2=C(C=CC=C2O1)N.O=CN(C)C,0.08239241873603387,0.6053924077360339
429,500,590,302,277,458,324,666,457,720,888,888,891,2-Methylpyridine,CD8,109-06-8,93.05784922,CC1=NC=CC=C1,CCCCCCC,Heptane,-0.04388435,0.062248805,CC1=NC=CC=C1.CCCCCCC,0.08229053952651101,-0.126174889526511
340,518,438,399,514,415,547,709,654,616,252,252,253,"4'-BROMOACETOPHENONE, 98%",D19,99-90-1,198.0,CC(=O)c1ccc(Br)cc1,CO,Methanol,0.596,0.03,CC(=O)c1ccc(Br)cc1.CO,0.08214461600221123,0.5138553839977887
528,581,392,408,798,758,795,1075,1064,776,601,601,602,5-aminoquinoline,CB77,611-34-7,144.17,Nc1cccc2ncccc12,CC#N,Acetonitrile,0.667489128,0.005866319,Nc1cccc2ncccc12.CC#N,0.08165359121879312,0.5858355367812069
478,453,462,518,618,560,411,307,343,406,581,581,582,Nicotinamide,AP27,98-92-0,122.0,C1=CC(=CN=C1)C(=O)N,CC#N,Acetonitrile,0.37787764,0.051503034,C1=CC(=CN=C1)C(=O)N.CC#N,0.08163223845169576,0.4595098784516958
441,216,268,337,501,299,483,406,510,458,918,918,921,Biphenyl,N53,92-52-4,154.21,c1ccc(-c2ccccc2)cc1,CCCCCCC,Heptane,-0.176971015,0.057132544,c1ccc(-c2ccccc2)cc1.CCCCCCC,0.0816232955187421,-0.0953477194812579
561,278,280,374,541,316,630,653,405,524,960,960,963,4-Chloroindole,"CE3, RSY39",25235-85-2,151.6,C1=CC2=C(C=CN2)C(=C1)Cl,CC(C)(C)OC,Methyl tert butyl ether,-0.101434897,0.054654724,C1=CC2=C(C=CN2)C(=C1)Cl.CC(C)(C)OC,0.0816182312409966,-0.0198166657590034
261,513,598,602,431,745,395,391,491,745,939,939,942,Benzimidazole,CC12,51-17-2,118.0530982,C12=CC=CC=C1NC=N2,CC(C)(C)OC,Methyl tert butyl ether,-0.000358294,0.155929912,C12=CC=CC=C1NC=N2.CC(C)(C)OC,0.0815973280485654,-0.0819556220485654
618,328,466,601,1009,1047,923,922,1102,736,527,527,528,"3,4-Dichloroaniline",CB90,95-76-1,160.9799045,NC1=CC=C(Cl)C(Cl)=C1,CC(C)=O,Acetone,0.599418967,0.106220015,NC1=CC=C(Cl)C(Cl)=C1.CC(C)=O,0.08155223256467203,0.680971199564672
338,485,401,350,273,462,489,363,482,771,914,914,917,4-Iodoanisole,CC26,696-62-8,234.03,COc1ccc(I)cc1,CCCCCCC,Heptane,-0.018487682,0.065391465,COc1ccc(I)cc1.CCCCCCC,0.08151058020535701,-0.099998262205357
656,313,758,1096,1068,313,858,930,688,497,26,26,26,"3-AMINOPHENOL, 98%",D7,591-27-5,109.0,Nc1cccc(O)c1,CO,Methanol,0.4658,0.0221,Nc1cccc(O)c1.CO,0.08146570921385743,0.5472657092138574
482,209,320,366,697,763,472,562,531,808,1115,1115,1118,"4,6-DIFLUOROINDOLE",RSY67,199526-97-1,153.1,C1=CNC2=CC(=CC(=C21)F)F,O=CN(C)C,Dimethyl formamide,0.50625592,0.022091278,C1=CNC2=CC(=CC(=C21)F)F.O=CN(C)C,0.0814015752212689,0.5876574952212689
353,389,114,291,353,398,304,383,369,220,604,604,605,Caffeine,AP19,58-08-2,194.0,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CC#N,Acetonitrile,0.9565591,0.00336284,CN1C=NC2=C1C(=O)N(C(=O)N2C)C.CC#N,0.08112409068685356,0.8754350093131464
509,491,575,599,246,642,316,689,41,331,197,197,197,Mepenzolate bromide,AP9,76-90-4,420.0,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,CO,Methanol,0.4771,0.0518,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.CO,0.08106791170495459,0.5581679117049546
