,Unnamed: 0,Unnamed: 0.1,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles,dm300_err,dm300_pred
1105,1105,1108,,Z8,5779-95-3,134.0,O=CC1=CC(C)=CC(C)=C1,O=CN(C)C,Dimethyl formamide,0.478813339,0.016058154,O=CC1=CC(C)=CC(C)=C1.O=CN(C)C,0.12955236697089711,0.6083657059708971
451,451,452,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.7945517,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CCOC(C)=O,Etyl acetate,0.586941064,0.057342029,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CCOC(C)=O,0.129453185190246,0.457487878809754
986,986,989,5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CC1CCCO1,2-Methly tetrahydrofurane,0.122338913,0.075550631,Nc1ccc2[nH]ccc2c1.CC1CCCO1,0.12922103767003923,0.2515599506700392
1117,1117,1120,,Z59,122-95-2,166.0,CCOC1=CC=C(OCC)C=C1,O=CN(C)C,Dimethyl formamide,0.364227736,0.006276527,CCOC1=CC=C(OCC)C=C1.O=CN(C)C,0.1286953664852708,0.4929231024852708
605,605,606,"2,3,5,6-Tetrafluoro-1,4-benzenedimethanol",Z85,92339-07-6,210.0,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O,CC#N,Acetonitrile,0.738539699,0.002887552,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O.CC#N,0.1272479054562442,0.8657876044562443
235,235,236,2-nitrotoluene,Z131,88-72-2,137.0,CC1=CC=CC=C1[N+](=O)[O-],CO,Methanol,0.3405,0.0468,CC1=CC=CC=C1[N+](=O)[O-].CO,0.12707150727312538,0.4675715072731254
11,11,11,Mandelic acid,CR18,90-64-2,152.0,OC(C(O)=O)C1=CC=CC=C1,CO,Methanol,0.9874,0.0011,OC(C(O)=O)C1=CC=CC=C1.CO,0.12687989344164485,0.8605201065583552
230,230,231,"1-CHLORO-4-NITROBENZENE, 99%",D20,100-00-5,157.0,[O-][N+](=O)c1ccc(Cl)cc1,CO,Methanol,0.1831,0.0213,[O-][N+](=O)c1ccc(Cl)cc1.CO,0.12622914265214188,0.3093291426521419
43,43,43,4-Hydroxyindole,RSY94,2380-94-1,133.15,C1=CC2=C(C=CN2)C(=C1)O,CO,Methanol,0.5323,0.0293,C1=CC2=C(C=CN2)C(=C1)O.CO,0.1256148532705541,0.6579148532705541
959,959,962,"1,3,5-Tris(4-aminophenyl)benzene",CA144,118727-34-7,351.44,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1,CC(C)(C)OC,Methyl tert butyl ether,0.292597149,0.040420296,Nc1ccc(-c2cc(-c3ccc(N)cc3)cc(-c3ccc(N)cc3)c2)cc1.CC(C)(C)OC,0.1254306315242544,0.1671665174757456
972,972,975,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC(C)(C)OC,Methyl tert butyl ether,-0.117855842,0.032147495,Cc1ccc(I)cc1.CC(C)(C)OC,0.1253929193327894,0.0075370773327894
558,558,559,4-iodotoluene,Z134,624-31-7,218.0,CC1=CC=C(C=C1)I,CC(C)=O,Acetone,0.39210052,0.059203831,CC1=CC=C(C=C1)I.CC(C)=O,0.12531757673361993,0.5174180967336199
657,657,658,Dimethyl terephthalate,cc4 (small box),120-61-6,194.0,COC(=O)c1ccc(cc1)C(=O)OC,CC#N,Acetonitrile,0.826146594,0.003125762,COC(=O)c1ccc(cc1)C(=O)OC.CC#N,0.12523486928646366,0.7009117247135364
1055,1055,1058,4-aminobenzonitrile,Z140,873-74-5,118.0,N#CC1=CC=C(N)C=C1,O=CN(C)C,Dimethyl formamide,0.552192455,0.018832287,N#CC1=CC=C(N)C=C1.O=CN(C)C,0.12511308127862503,0.427079373721375
433,433,434,4-aminobenzanilide,CE5,782-45-6,212.3,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N,CCOC(C)=O,Etyl acetate,0.460431053,0.041282353,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N.CCOC(C)=O,0.1250979669390312,0.5855290199390312
143,143,143,"3-NITROPHENOL, REAGENTPLUS, 99%",Z127,554-84-7,139.0,OC1=CC=CC([N+]([O-])=O)=C1,CO,Methanol,0.387,0.0293,OC1=CC=CC([N+]([O-])=O)=C1.CO,0.12462218575288664,0.5116221857528866
877,877,880,"2,5-Di-tert-butylhydroquinone",CB114,88-58-4,222.33,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CC1=CC=CC=C1,Toluene,0.412829762,0.082283461,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O.CC1=CC=CC=C1,0.12391401325702567,0.5367437752570257
192,192,192,,Z16,92-44-4,160.0,OC1=C(O)C=C2C=CC=CC2=C1,CO,Methanol,0.8972,0.0086,OC1=C(O)C=C2C=CC=CC2=C1.CO,0.12315492277388485,0.7740450772261152
346,346,347,,Z62,6161-50-8,214.0,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1,CO,Methanol,0.6668,0.1051,COC1=CC(C2=CC=CC(OC)=C2)=CC=C1.CO,0.12195870872179115,0.7887587087217911
1062,1062,1065,7-Quinolinecarboxylic acid,RSY42,1078-30-4,173.17,C1=CC2=C(C=C(C=C2)C(=O)O)N=C1,O=CN(C)C,Dimethyl formamide,0.816642466,0.005613338,C1=CC2=C(C=C(C=C2)C(=O)O)N=C1.O=CN(C)C,0.12166490720207201,0.694977558797928
174,174,174,4-Benzoylbenzoic acid,Z106,611-95-0,226.0,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,CO,Methanol,0.8486,0.039,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O.CO,0.121535574516345,0.970135574516345
961,961,964,2-Pheylphenol,CQ4,90-43-7,170.0731649,OC1=CC=CC=C1C2=CC=CC=C2,CC(C)(C)OC,Methyl tert butyl ether,0.13261545,0.394086631,OC1=CC=CC=C1C2=CC=CC=C2.CC(C)(C)OC,0.1212271940073769,0.0113882559926231
458,458,459,"4,4'-Difluorobenzophenone",CO28,345-92-6,218.0,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CCOC(C)=O,Etyl acetate,0.407192065,0.161368976,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CCOC(C)=O,0.12096099567690927,0.5281530606769093
585,585,586,4-Acetoamidophenol,AP37,103-90-2,151.06,CC(=O)NC1=CC=C(C=C1)O,CC#N,Acetonitrile,0.715999922,0.007521592,CC(=O)NC1=CC=C(C=C1)O.CC#N,0.12066035656531304,0.836660278565313
733,733,736,CIPROFLOXACIN,AP40,85721-33-1,331.3,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,CC(O)C,2-Propanol,0.973508139,0.014059159,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O.CC(O)C,0.12026732865253864,0.8532408103474614
278,278,279,"a,a'-Dibromo-p-xylene",CB49,623-24-5,261.8992745,BrCC1=CC=C(C=C1)CBr,CO,Methanol,0.3962,0.0157,BrCC1=CC=C(C=C1)CBr.CO,0.12020519158515708,0.5164051915851571
701,701,704,Biphenyl,N53,92-52-4,154.21,c1ccc(-c2ccccc2)cc1,CC#N,Acetonitrile,0.523667667,0.031951447,c1ccc(-c2ccccc2)cc1.CC#N,0.11995186793802104,0.643619534938021
1031,1031,1034,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC1CCCO1,2-Methly tetrahydrofurane,0.268358354,0.042999221,Cc1ccc(I)cc1.CC1CCCO1,0.11965947004307492,0.1486988839569251
611,611,612,5-FLUORO-1H-BENZIMIDAZOLE,RSY44,1977-72-6,136.1,C1=CC2=C(C=C1F)NC=N2,CC#N,Acetonitrile,0.453443243,0.010362608,C1=CC2=C(C=C1F)NC=N2.CC#N,0.11931095102267458,0.5727541940226746
653,653,654,"1,3,5-Trimethoxybenzene",CK30,621-23-8,168.0786442,COC1=CC(OC)=CC(OC)=C1,CC#N,Acetonitrile,0.912182947,0.007201517,COC1=CC(OC)=CC(OC)=C1.CC#N,0.11858875302990057,0.7935941939700994
710,710,713,N-Phenyl-1-naphthylamine,CJ92,90-30-2,219.3,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,CC#N,Acetonitrile,0.958563222,0.005511662,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.CC#N,0.11833795198601615,0.8402252700139838
1091,1091,1094,6-Fluoroquinoline,RSY28,396-30-5,147.15,C1=CC2=C(C=CC(=C2)F)N=C1,O=CN(C)C,Dimethyl formamide,0.242974803,0.013736659,C1=CC2=C(C=CC(=C2)F)N=C1.O=CN(C)C,0.11822577671570292,0.3612005797157029
903,903,906,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CCCCCCC,Heptane,-0.132244865,0.02531405,OC1=CC(C)=CC=C1C.CCCCCCC,0.11819130977321109,-0.0140535552267889
1040,1040,1043,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC1CCCO1,2-Methly tetrahydrofurane,0.626601356,0.080963721,CC1=CC(Br)=C(Br)C=C1C.CC1CCCO1,0.11794042663894178,0.5086609293610582
486,486,487,2-AMINOBENZAMIDE,CK 16,88-68-6,136.0,C1=CC=C(C(=C1)C(=O)N)N,CC(C)=O,Acetone,0.66879053,0.049416049,C1=CC=C(C(=C1)C(=O)N)N.CC(C)=O,0.11792694516198832,0.7867174751619883
29,29,29,Nicotinamide,AP27,98-92-0,122.0,C1=CC(=CN=C1)C(=O)N,CO,Methanol,0.5022,0.0246,C1=CC(=CN=C1)C(=O)N.CO,0.1174557187774144,0.3847442812225856
329,329,330,"3-BROMOTOLUENE, 98%",D23,591-17-3,170.0,Cc1cccc(Br)c1,CO,Methanol,0.555,0.0206,Cc1cccc(Br)c1.CO,0.11726887739092395,0.4377311226090761
1006,1006,1009,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CC1CCCO1,2-Methly tetrahydrofurane,0.425345967,0.025614602,NC1=CC(C)=CC=C1C.CC1CCCO1,0.11718850845944268,0.3081574585405573
475,475,476,LCE-079,CC94,,402.5,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1,CCOC(C)=O,Etyl acetate,0.826338675,0.054111781,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1.CCOC(C)=O,0.11696339950071222,0.7093752754992878
623,623,624,"4,4'-Bipyridine",CA172,553-26-4,156.0687483,C1(C2=CC=NC=C2)=CC=NC=C1,CC#N,Acetonitrile,0.505829031,0.004030456,C1(C2=CC=NC=C2)=CC=NC=C1.CC#N,0.11675053730625495,0.6225795683062549
792,792,795,2-bromo-6-nitrophenol,CB150,13073-25-1,216.9374551,OC1=C([N+]([O-])=O)C=CC=C1Br,CCO,Ethanol,0.242373974,0.007870439,OC1=C([N+]([O-])=O)C=CC=C1Br.CCO,0.11672523151124359,0.3590992055112436
946,946,949,(R)-(_)-1-Indanol,CA170,697-64-3,134.0,C1CC2=CC=CC=C2C1O,CC(C)(C)OC,Methyl tert butyl ether,0.116316355,0.400969587,C1CC2=CC=CC=C2C1O.CC(C)(C)OC,0.1165274007473107,-0.0002110457473107
947,947,950,"2,4,6-trimethylbenzene-1,3,5-tricarbaldehyde",CA188,119198-88-8,204.22,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,CC(C)(C)OC,Methyl tert butyl ether,-0.224746778,0.238038495,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O.CC(C)(C)OC,0.1163032571882636,-0.1084435208117364
271,271,272,6-Chloroindole,RSY12,17422-33-2,151.59,C1=CC(=CC2=C1C=CN2)Cl,CO,Methanol,0.3919,0.0555,C1=CC(=CC2=C1C=CN2)Cl.CO,0.11614466416319857,0.5080446641631986
158,158,158,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CO,Methanol,0.6629,0.0185,N#CC1=CC(F)=CC(F)=C1.CO,0.11612725057731788,0.5467727494226822
1036,1036,1039,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CC1CCCO1,2-Methly tetrahydrofurane,0.8862238,0.05406594,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CC1CCCO1,0.11582329019455007,0.7704005098054499
111,111,111,"3,5-Dimethoxyaniline",Z3,10272-07-8,153.0,NC1=CC(OC)=CC(OC)=C1,CO,Methanol,0.632,0.0586,NC1=CC(OC)=CC(OC)=C1.CO,0.11551359736359401,0.747513597363594
495,495,496,Ranitidine hydrochloride,AP57,66357-59-3,350.1179393,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O,CC(C)=O,Acetone,0.884691666,0.007308546,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O.CC(C)=O,0.11530833399999996,1.0
646,646,647,5-Bromo-2-oxindole,RSY9,20870-78-4,212.0,C1C2=C(C=CC(=C2)Br)NC1=O,CC#N,Acetonitrile,0.663504421,0.003311899,C1C2=C(C=CC(=C2)Br)NC1=O.CC#N,0.11530092030606509,0.778805341306065
1109,1109,1112,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],O=CN(C)C,Dimethyl formamide,0.814343687,0.02108404,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].O=CN(C)C,0.11495657702326945,0.6993871099767306
3,3,3,Cytosine,AP17,71-30-7,111.0,C1=C(NC(=O)N=C1)N,CO,Methanol,0.6643,0.0357,C1=C(NC(=O)N=C1)N.CO,0.11477799852638293,0.5495220014736171
648,648,649,"4,5-dichlorophthalonitrile",CP8,139152-08-2,197.0,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,CC#N,Acetonitrile,0.828150424,0.016730143,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N.CC#N,0.11435497240748316,0.7137954515925169
1025,1025,1028,"4,4'-Difluorobenzophenone",CO28,345-92-6,218.0,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,CC1CCCO1,2-Methly tetrahydrofurane,0.627888846,0.087973727,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2.CC1CCCO1,0.11357581498383185,0.5143130310161681
671,671,672,2-Methylanisole,CJ7,578-58-5,122.0,COC1=CC=CC=C1C,CC#N,Acetonitrile,0.755744619,0.003690024,COC1=CC=CC=C1C.CC#N,0.11342339013761493,0.6423212288623851
31,31,31,6-aminonaphthalene-2-carboxylic acid,Z89,116668-47-4,187.0,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O,CO,Methanol,0.9697,0.0019,C1=CC2=C(C=CC(=C2)N)C=C1C(=O)O.CO,0.11341088759081275,0.8562891124091873
66,66,66,"1-Phenyl-1,2-ethanediol",CC79,93-56-1,138.0,C1=CC=C(C=C1)C(CO)O,CO,Methanol,0.3499,0.0188,C1=CC=C(C=C1)C(CO)O.CO,0.11325405293216884,0.4631540529321688
462,462,463,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CCOC(C)=O,Etyl acetate,0.468861713,0.083295143,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CCOC(C)=O,0.11320088135477202,0.582062594354772
728,728,731,3-Fluoroaniline,CB145,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CC(O)C,2-Propanol,-0.048178653,0.004571941,NC1=CC=CC(F)=C1.CC(O)C,0.11298571262587451,0.0648070596258745
127,127,127,BENZALDEHYDE,CM5,100-52-7,106.12,O=Cc1ccccc1,CO,Methanol,0.2791,0.0219,O=Cc1ccccc1.CO,0.11263593654407403,0.166464063455926
435,435,436,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CCOC(C)=O,Etyl acetate,0.19859573,0.130101147,CC1=NC(C)=CC=C1.CCOC(C)=O,0.11244529402585399,0.311041024025854
951,951,954,6-BROMOOXINDOLE,CA121,99365-40-9,210.9632759,O=C1NC2=C(C=CC(Br)=C2)C1,CC(C)(C)OC,Methyl tert butyl ether,0.148631736,0.386169374,O=C1NC2=C(C=CC(Br)=C2)C1.CC(C)(C)OC,0.11220327845660619,0.0364284575433938
952,952,955,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CC(C)(C)OC,Methyl tert butyl ether,0.180006687,0.056363804,OC1=CC(C)=CC=C1C.CC(C)(C)OC,0.1120672332477457,0.0679394537522543
187,187,187,(R)-(?)-1-Indanol,CA170,697-64-3,134.0731649,O[C@@H]1CCC2=C1C=CC=C2,CO,Methanol,0.8182,0.0254,O[C@@H]1CCC2=C1C=CC=C2.CO,0.1116056194419549,0.7065943805580451
1056,1056,1059,3-ETHOXY-4- METHOXYBENZOIC ACID,RSY21,2651-55-0,196.2,CCOC1=C(C=CC(=C1)C(=O)O)OC,O=CN(C)C,Dimethyl formamide,0.934611312,0.004444442,CCOC1=C(C=CC(=C1)C(=O)O)OC.O=CN(C)C,0.11158108494789298,0.823030227052107
470,470,471,,Z30,626-00-6,330.0,IC1=CC(I)=CC=C1,CCOC(C)=O,Etyl acetate,0.400685943,0.08134396,IC1=CC(I)=CC=C1.CCOC(C)=O,0.11149000512950358,0.2891959378704964
233,233,234,,Z184,6837-24-7,167.0,C1CCC(CC1)N2CCCC2=O,CO,Methanol,0.9397,0.0031,C1CCC(CC1)N2CCCC2=O.CO,0.11126423180697231,0.8284357681930277
195,195,195,5-Bromoisatin,RSY5,87-48-9,224.9425405,O=C1NC2=C(C=C(Br)C=C2)C1=O,CO,Methanol,0.9111,0.0017,O=C1NC2=C(C=C(Br)C=C2)C1=O.CO,0.11114908303371718,0.7999509169662828
443,443,444,1-Boc-3-pyrrolidinol,CB175,103057-44-9,187.24,CC(C)(C)OC(=O)N1CCC(C1)O,CCOC(C)=O,Etyl acetate,0.528304291,0.096774072,CC(C)(C)OC(=O)N1CCC(C1)O.CCOC(C)=O,0.1111437486821833,0.4171605423178167
272,272,273,"2,4,6-TRICHLOROPHENOL, 98%",CC5,88-06-2,195.0,Oc1c(Cl)cc(Cl)cc1Cl,CO,Methanol,0.5751,0.107,Oc1c(Cl)cc(Cl)cc1Cl.CO,0.11107269019665111,0.6861726901966511
1083,1083,1086,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,O=CN(C)C,Dimethyl formamide,0.372671987,0.013678118,N#CC1=CC(F)=CC(F)=C1.O=CN(C)C,0.111057011107628,0.483728998107628
964,964,967,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.126867407,0.033815035,COC1=CC=C(Br)C=C1.CC(C)(C)OC,0.11089221402437119,-0.0159751929756288
16,16,16,2-amino-4-methyl-1H-pyrimidin-6-one,Z101,3977-29-5,125.0,CC1=CC(=O)NC(=N1)N,CO,Methanol,0.6997,0.0093,CC1=CC(=O)NC(=N1)N.CO,0.11084772678033694,0.8105477267803369
511,511,512,1-BUTYL-2-PYRROLIDONE (tamisolve),CO25,3470-98-2,141.21,CCCCN1CCCC1=O,CC(C)=O,Acetone,0.397730772,0.141624989,CCCCN1CCCC1=O.CC(C)=O,0.11073430712392968,0.5084650791239297
364,364,365,3-Bromo-9H-carbazole,RSY15,1592-95-6,246.1,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,CO,Methanol,0.6997,0.0271,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.CO,0.11042748822947535,0.8101274882294753
840,840,843,"1,3-Dimethyl-3,4,5,6-tetrahydro-2(1H)-pyrimidinone",CR28,7226-23-5,128.2,CN1CCCN(C1=O)C,CC1=CC=CC=C1,Toluene,-0.078900213,0.041990771,CN1CCCN(C1=O)C.CC1=CC=CC=C1,0.110260001689287,0.031359788689287
8,8,8,Metformin Hydrochloride,"AP58, RB33",1115-70-4,165.0781231,CN(C)C(=N)N=C(N)N,CO,Methanol,0.8473,0.0796,CN(C)C(=N)N=C(N)N.CO,0.11009196747657413,0.9573919674765742
742,742,745,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CC(O)C,2-Propanol,0.175180827,0.016167269,NC1=CC(C)=CC=C1C.CC(O)C,0.1096909924713558,0.2848718194713558
633,633,634,(R)-(_)-1-Indanol,CA170,697-64-3,134.0,C1CC2=CC=CC=C2C1O,CC#N,Acetonitrile,0.5690927,0.005369834,C1CC2=CC=CC=C2C1O.CC#N,0.10963192518373921,0.6787246251837392
69,69,69,2-Cyclohexenone,Z177,930-68-7,96.0,C1CC=CC(=O)C1,CO,Methanol,0.4067,0.0207,C1CC=CC(=O)C1.CO,0.10948664686345749,0.2972133531365425
152,152,152,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CO,Methanol,0.6969,0.0174,CC1=NC(C)=CC=C1.CO,0.10917800881197859,0.5877219911880214
197,197,197,Mepenzolate bromide,AP9,76-90-4,420.0,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,CO,Methanol,0.4771,0.0518,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.CO,0.10864994053875793,0.585749940538758
1099,1099,1102,4-bromophenol,Z135,106-41-2,173.0,C1=CC(=CC=C1O)Br,O=CN(C)C,Dimethyl formamide,0.498087393,0.011328309,C1=CC(=CC=C1O)Br.O=CN(C)C,0.108199241916077,0.389888151083923
1017,1017,1020,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.79,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CC1CCCO1,2-Methly tetrahydrofurane,0.338362516,0.039558724,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CC1CCCO1,0.1079157353507188,0.4462782513507188
1163,1163,1166,Avobenzone Pharmaceutical Secondary Stan (Avobenzone),AP12,70356-09-1,310.1568946,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,O=CN(C)C,Dimethyl formamide,0.982652338,0.002416636,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC.O=CN(C)C,0.10775764963460055,0.8748946883653994
299,299,300,"9-ANTHRACENEMETHANOL, 97%",D9,1468-95-7,208.0,OCc1c2ccccc2cc3ccccc13,CO,Methanol,0.9483,0.0011,OCc1c2ccccc2cc3ccccc13.CO,0.1073383246267392,0.8409616753732608
429,429,430,"4,4'-Diaminobenzophenone",Z67,611-98-3,212.0,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N,CCOC(C)=O,Etyl acetate,0.745116106,0.085338666,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N.CCOC(C)=O,0.10686782316454913,0.6382482828354509
352,352,353,4-iodotoluene,Z134,624-31-7,218.0,CC1=CC=C(C=C1)I,CO,Methanol,0.2112,0.0232,CC1=CC=C(C=C1)I.CO,0.10644189828143741,0.3176418982814374
41,41,41,2-Aminopyridine,CP27,504-29-0,94.0,C1=CC=NC(=C1)N,CO,Methanol,0.103,0.0698,C1=CC=NC(=C1)N.CO,0.1063485567717493,0.2093485567717493
318,318,319,4-Iodoanisole,Z137,696-62-8,234.0,COC1=CC=C(C=C1)I,CO,Methanol,0.2067,0.0757,COC1=CC=C(C=C1)I.CO,0.10629298411112148,0.3129929841111215
203,203,204,"2,5-Dimethoxybenzaldehyde",Z50,93-02-7,166.0,COC1=CC(=C(C=C1)OC)C=O,CO,Methanol,0.6933,0.0089,COC1=CC(=C(C=C1)OC)C=O.CO,0.1062804703922211,0.5870195296077789
578,578,579,1H-Benzimidazole-5-carboxylic acid,"CE4, RSY70",15788-16-6,162.2,C1=CC2=C(C=C1C(=O)O)NC=N2,CC#N,Acetonitrile,0.744461566,0.017662761,C1=CC2=C(C=C1C(=O)O)NC=N2.CC#N,0.10585434854987963,0.8503159145498796
1072,1072,1075,"4,4'-Diaminobenzophenone",Z67,611-98-3,212.0,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N,O=CN(C)C,Dimethyl formamide,0.963685799,0.00576087,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N.O=CN(C)C,0.10539974702910249,0.8582860519708975
1148,1148,1151,3-Bromo-9H-carbazole,RSY15,1592-95-6,246.1,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,O=CN(C)C,Dimethyl formamide,0.842118843,0.014533705,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.O=CN(C)C,0.10506820572204079,0.7370506372779592
916,916,919,2-Hydroxy-4-methoxybenzophenone,CC19,131-57-7,228.0786442,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,CCCCCCC,Heptane,-0.162690874,0.0067653,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O.CCCCCCC,0.10474126102393322,-0.0579496129760668
274,274,275,1-iodo-4-nitrobenzene,Z136,636-98-6,249.0,O=[N+](C1=CC=C(I)C=C1)[O-],CO,Methanol,0.2366,0.0542,O=[N+](C1=CC=C(I)C=C1)[O-].CO,0.1046612040181096,0.3412612040181096
14,14,14,Histamine,CB45,51-45-6,111.0,C1=C(NC=N1)CCN,CO,Methanol,0.5592,0.0322,C1=C(NC=N1)CCN.CO,0.10450941345571518,0.6637094134557152
1130,1130,1133,"2,5-Dibromofuran",CB56,32460-00-7,223.8472389,BrC1=CC=C(Br)O1,O=CN(C)C,Dimethyl formamide,0.147520485,0.012947026,BrC1=CC=C(Br)O1.O=CN(C)C,0.10443137783613968,0.2519518628361397
873,873,876,N-Phenyl-1-naphthylamine,CJ92,90-30-2,219.3,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,CC1=CC=CC=C1,Toluene,0.4624465,0.01699958,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32.CC1=CC=CC=C1,0.10381553668525217,0.3586309633147478
112,112,112,"5-(trifluoromethyl)benzene-1,3-diamine",Z179,368-53-6,176.0,C1=C(C=C(C=C1N)N)C(F)(F)F,CO,Methanol,0.8223,0.0119,C1=C(C=C(C=C1N)N)C(F)(F)F.CO,0.10356685847815317,0.9258668584781532
1125,1125,1128,5-chlorosalicylanilide,CE19,4638-48-6,247.7,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,O=CN(C)C,Dimethyl formamide,0.946041736,0.00332372,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O.O=CN(C)C,0.10340733216349407,0.8426344038365059
17,17,17,4-AMINO-3-NITROBENZOIC ACID,Z148,1588-83-6,182.0,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N,CO,Methanol,0.7007,0.0302,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N.CO,0.10318862718725175,0.8038886271872517
506,506,507,4-chloroaniline,Z142,106-47-8,127.0,NC1=CC=C(Cl)C=C1,CC(C)=O,Acetone,0.604516671,0.008406404,NC1=CC=C(Cl)C=C1.CC(C)=O,0.10298430317676344,0.5015323678232365
